Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Inovo.vc,https://www.crunchbase.com/organization/inovo-vc,Venture Capital,62,4,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Inovo.vc invests up to $4M in founders from Central and Eastern Europe all over the world at pre-seed & seed.,48,2,32,Active,2012-01-01,day,http://inovo.vc/,https://www.linkedin.com/company/i18s/about/,Venture Capital,"Financial Services, Lending and Investments",1,Tomasz Swieboda,11-50,"Early Stage Venture, Seed",,,Private,597
Atlassian Ventures,https://www.crunchbase.com/organization/atlassian-ventures,Corporate Venture Capital,62,7,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia",Atlassian Ventures invests in early-stage companies focused on building apps for cloud products.,57,,10,Active,2002-01-01,year,https://www.atlassian.com/company/ventures,,"Business Development, Finance, Financial Services","Financial Services, Professional Services",2,"Mike Cannon-Brookes, Scott Farquhar",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,453"
Tera Ventures,https://www.crunchbase.com/organization/tera-ventures,Venture Capital,61,8,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Tera Ventures is an international investment firm based in Estonia.,37,,41,Active,2016-01-01,year,https://tera.vc/,https://www.linkedin.com/company/10881003/,"Artificial Intelligence (AI), B2B, Cyber Security, E-Commerce, Enterprise Software, Finance, Financial Services, Legal Tech, Product Design, PropTech","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Design, Financial Services, Information Technology, Other, Privacy and Security, Professional Services, Real Estate, Science and Engineering, Software",4,"Andrus Oks, Eamonn Carey, James McDougall, Stanislav Ivanov",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"2,914"
ZAKA VC,https://www.crunchbase.com/organization/zaka-startups,"Family Investment Office, Venture Capital",61,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","ZAKA VC is a pre-seed and seed-focused VC fund, investing in tech startups in North America and Europe.",51,,10,Active,2019-01-01,year,https://zaka.vc/,https://www.linkedin.com/company/zakastartups/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Jan Kasper,11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"3,839"
500 Emerging Europe,https://www.crunchbase.com/organization/500-emerging-europe,Venture Capital,61,7,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",500 Emerging Europe assists emerging European founders expand globally.,53,,16,Active,2016-01-01,year,https://500ee.co/,https://www.linkedin.com/company/500ee/,"Artificial Intelligence (AI), Developer Tools, Enterprise Software, Gaming, Machine Learning, SaaS","Artificial Intelligence (AI), Data and Analytics, Gaming, Science and Engineering, Software",,,11-50,"Early Stage Venture, Seed",,,Private,"5,809"
Blizzard Fund,https://www.crunchbase.com/organization/blizzard-fund,Venture Capital,59,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Blizzard Fund is a venture capital fund managed by AVA Labs.,56,,10,Active,2021-01-01,year,https://www.blizzard.fund/,https://www.linkedin.com/company/blizzardfund/,,,,,1-10,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"14,085"
Market One Capital,https://www.crunchbase.com/organization/market-one-capital,Venture Capital,57,6,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",MOC backs platforms of tomorrow that democratize market access and enhance efficiency through the power of network effects.,36,,20,Active,2017-12-01,month,http://www.moc.vc,https://www.linkedin.com/company/m1c/,"Internet, Marketplace, Venture Capital","Commerce and Shopping, Financial Services, Internet Services, Lending and Investments",4,"Jakub Ślusarczyk, Marcin Kurek, Marcin Zabielski, Michal Skrzyński",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"12,636"
GSD Venture Studios,https://www.crunchbase.com/organization/gsd-venture-studios,"Accelerator, Entrepreneurship Program, Venture Capital",56,1,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Venture studio specializing in helping resilient entrepreneurs #GoGlobal,56,,1,Active,2019-05-01,month,https://www.gsdvs.com,https://www.linkedin.com/company/gsd-venture-studios/,"Cloud Computing, Cyber Security, Financial Services, FinTech, Mobile Apps, Venture Capital","Apps, Financial Services, Information Technology, Internet Services, Lending and Investments, Mobile, Privacy and Security, Software",2,"Derek Distenfield, Gary A. Fowler",1-10,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Private Equity",,,Private,"23,040"
SET Ventures,https://www.crunchbase.com/organization/set-ventures,Venture Capital,55,9,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture capital firm focused on digital technologies for a carbon-free energy system,30,,22,Active,2007-01-01,year,http://www.setventures.com/,https://www.linkedin.com/company/setventures/,"CleanTech, Energy, Finance, Financial Services, Venture Capital","Energy, Financial Services, Lending and Investments, Sustainability",2,"Rene Savelsberg, Wouter Jonk",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"4,627"
Sisu Game Ventures,https://www.crunchbase.com/organization/sisu-game-ventures,Venture Capital,55,5,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Sisu Game Ventures is a Pre-Seed and Seed fund funding the next generation of founders in games.,43,,10,Active,2014-01-01,year,https://sisu.vc/,https://www.linkedin.com/company/sisu-game-ventures/about/,"Gaming, Media and Entertainment, Video Games","Gaming, Media and Entertainment",4,"Kalle Kaivola, Moaffak Ahmed, Paul Bragiel, Samuli Syvähuoko",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"6,906"
SpeedUp Venture Capital Group,https://www.crunchbase.com/organization/speedup-venture-capital-group,Venture Capital,54,6,"Poznan, Wielkopolskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","We're a leading group of venture capital funds, investing in people who develop new technologies.",51,,12,Active,2009-09-01,month,http://speedupgroup.com,http://www.linkedin.com/company/speedup-group,"Artificial Intelligence (AI), Energy Storage, Finance, Financial Services, Medical, Medical Device, Renewable Energy, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Energy, Financial Services, Health Care, Lending and Investments, Science and Engineering, Software, Sustainability",4,"Arkadiusz Piechocki, Bartlomiej Gola, Michal Lehmann, Rene Xavier Gerard",11-50,"Early Stage Venture, Seed",,,Private,"8,196"
Lighthouse Ventures,https://www.crunchbase.com/organization/lighthouse-ventures-6458,"Accelerator, Venture Capital",53,3,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",An Early-Stage and Acceleration Venture Capital,46,,31,Active,2018-09-27,day,https://lhv.vc,https://www.linkedin.com/company/lighthouse-ventures-prague,,,4,"Jiri Janku, Michal Zalesak, Ravit Avidor, Vladislav Vintner",1-10,"Early Stage Venture, Seed",,,Private,"12,855"
Black Pearls VC,https://www.crunchbase.com/organization/black-pearls,Venture Capital,53,2,"Gdansk, Pomorskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Early stage VC firm focused on investing in leading tech startups with defensible technology and the potential to become market leaders.,44,1,36,Active,2014-01-01,year,http://blackpearls.vc/,https://www.linkedin.com/company/black-pearls-vc/,"Artificial Intelligence (AI), Enterprise Software, FinTech, Health Care, Life Science","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Financial Services, Health Care, Science and Engineering, Software",2,"Alexander Lubański, Marcin Kowalik",11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"20,265"
Lightning Ventures,https://www.crunchbase.com/organization/lightning-ventures-a525,"Angel Group, Micro VC, Syndicate, Venture Capital",53,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",We Invest in Bitcoin Companies!,39,,4,Active,2023-04-28,day,https://ltng.ventures,https://www.linkedin.com/company/lightning%E2%9A%A1%EF%B8%8Fventures/,"Bitcoin, Blockchain, Cryptocurrency","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",1,Mike Jarmuz,1-10,"Crowdfunding, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"23,814"
Blocksync Ventures,https://www.crunchbase.com/organization/blocksync-ventures,Venture Capital,53,,,,Blocksync Ventures is a venture capital firm focusing exclusively on decentralized ledger technology.,52,,,Active,2020-01-01,year,https://blocksync.ventures/,,"Blockchain, Consulting, Financial Services, Funding Platform, Information Technology","Blockchain and Cryptocurrency, Financial Services, Information Technology, Lending and Investments, Other, Professional Services",,,1-10,Seed,,,Private,"38,145"
CV VC,https://www.crunchbase.com/organization/cv-vc,Venture Capital,52,1,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)","CV VC is an investment company, where cutting-edge blockchain technology meets traditional venture capital.",46,,8,Active,2018-09-20,day,https://cvvc.com/,https://www.linkedin.com/company/cvvc/,"Blockchain, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",4,"Marco Bumbacher, Mathias Ruch, Olaf Hannemann, Ralf Glabischnig",11-50,"Early Stage Venture, Seed",,,Private,"12,536"
NetEase,https://www.crunchbase.com/organization/netease-com,Corporate Venture Capital,51,7,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),NetEase is a internet technology company dedicated to providing premium online services.,45,2,28,Active,1997-06-01,month,https://www.neteasegames.com,https://www.linkedin.com/company/netease,"Advertising, Gaming, Mobile, Mobile Apps, Music, PC Games, Venture Capital, Wireless","Advertising, Apps, Financial Services, Gaming, Hardware, Lending and Investments, Media and Entertainment, Mobile, Music and Audio, Sales and Marketing, Software",1,William Ding,10001+,,For Profit,Made Acquisitions,Public,"2,448"
Fulgur Ventures,https://www.crunchbase.com/organization/fulgur-venture,Venture Capital,51,2,"Wilmington, Delaware, United States","Greater Philadelphia Area, East Coast, Southern US",We invest in early stage startups focused on Bitcoin and the Lightning Network,44,1,7,Active,2019-01-01,year,https://fulgur.ventures,https://www.linkedin.com/company/fulgurventures,,,,,1-10,"Convertible Note, Crowdfunding, Early Stage Venture, Seed, Venture",,,Private,"21,809"
Hubraum,https://www.crunchbase.com/organization/hub-raum,"Accelerator, Incubator, Venture Capital",51,8,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Hubraum connects tech entrepreneurs and startup companies with the network, capital and business opportunities of Deutsche Telekom.",48,,22,Active,2012-01-01,year,http://hubraum.com,https://www.linkedin.com/company/2952666/,"Finance, Incubators, Telecommunications, Venture Capital","Financial Services, Hardware, Lending and Investments",2,"Gilli Cegla, Peter Borchers",11-50,"Debt, Early Stage Venture, Seed",,,Private,"23,829"
Story Ventures,https://www.crunchbase.com/organization/story-ventures,Venture Capital,50,4,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Story Ventures is an NY-based VC fund. We focus on entrepreneurs with big visions that leverage technology and improved data processing.,31,,9,Active,2016-06-30,day,http://storyventures.vc,https://www.linkedin.com/company/10696297,Venture Capital,"Financial Services, Lending and Investments",2,"Brian Yormak, Jacob Yormak",1-10,"Early Stage Venture, Seed",,,Private,"4,489"
KR1,https://www.crunchbase.com/organization/kr1,"Hedge Fund, Venture Capital",46,,"Douglas, NA - Isle of Man, Isle of Man","Europe, Middle East, and Africa (EMEA)",KR1 plc (KR1:AQSE) is Europe's leading digital asset investment company focused on decentralised and open-source blockchain networks.,41,,18,Active,2016-03-08,day,https://KR1.io/,https://www.linkedin.com/company/kr1plc,"Asset Management, Blockchain, Finance, Hedge Funds, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",2,"George McDonaugh, Keld van Schreven",1-10,"Early Stage Venture, Private Equity, Secondary Market, Seed, Venture",,,Private,"20,065"
SMOK Ventures,https://www.crunchbase.com/organization/smok-ventures,Venture Capital,45,,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",SMOK Ventures is a venture capital fund investing 100k-1M USD in early stage startups in Poland and CEE region.,35,,26,Active,2019-03-01,day,http://smok.vc/,https://www.linkedin.com/company/smok-ventures/,Financial Services,Financial Services,3,"Borys Musielak, Diana Koziarska, Paul Bragiel",1-10,"Early Stage Venture, Seed",,,Private,"7,295"
Leap Venture Studio,https://www.crunchbase.com/organization/leap-venture-studio,"Accelerator, Corporate Venture Capital, Venture Capital",43,1,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Leap Venture Studio is a pet care startup accelerator that focuses on accelerating innovation in the expanding pet ecosystem.,42,,23,Active,2018-03-07,day,https://www.leapventurestudio.com,https://www.linkedin.com/company/leapventure/,"Health Diagnostics, Nutrition, Pet, Service Industry, Veterinary","Community and Lifestyle, Food and Beverage, Health Care, Other",2,"Stephen Plumlee, Winson Wong",1-10,"Early Stage Venture, Seed",,,Private,"16,113"
TRGC,https://www.crunchbase.com/organization/trg-token-research-group,"Hedge Fund, Venture Capital",42,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",TRGC is a digital asset fund focused on investment opportunities that will spark the internet’s next paradigm shift.,41,,1,Active,2018-01-01,day,http://trgc.io/,https://www.linkedin.com/company/trgc/,"Asset Management, Blockchain, Ethereum, Financial Services, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other",1,Etienne vantKruys,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"56,619"
Karma Ventures,https://www.crunchbase.com/organization/karma-ventures,Venture Capital,41,5,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Karma Ventures is an early-stage venture capital firm funding Europe’s deep tech startups.,25,,25,Active,2016-01-01,year,http://www.karma.vc,https://www.linkedin.com/company/karma-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Kristjan Laanemaa, Margus Uudam, Tommi Uhari",1-10,"Early Stage Venture, Seed, Venture",,,Private,"2,905"
DEPO Ventures,https://www.crunchbase.com/organization/depo-ventures,"Micro VC, Venture Capital",40,2,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Depo Ventures is an investment group that manages an angel fund, angel network and provides capital advisory services.",34,,8,Active,2016-01-01,year,https://depoventures.com/,https://www.linkedin.com/company/depo-ventures,"Angel Investment, Venture Capital","Financial Services, Lending and Investments",2,"Michal Ciffra, Petr Sima",1-10,"Convertible Note, Early Stage Venture, Non Equity Assistance, Seed",,,Private,"13,230"
Lemonade Stand,https://www.crunchbase.com/organization/lemonade-stand-19b2,"Family Investment Office, Venture Capital",40,,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Lemonade Stand is a venture capital firm that invests in Baltic and East European founders,32,,4,Active,2019-01-01,year,https://lemonadestand.ee/,https://www.linkedin.com/company/lemonade-stand/,Venture Capital,"Financial Services, Lending and Investments",1,Siim Teller,11-50,"Early Stage Venture, Seed",,,Private,"18,135"
RTA.vc,https://www.crunchbase.com/organization/rta-ventures,"Family Investment Office, Venture Capital",40,3,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",RTA.vc is a small family office investing in early stage VC funds and tech startups,24,1,2,Active,2011-08-01,day,https://www.rta.vc,https://www.linkedin.com/company/rtaventures/,"Financial Services, Health Care, SaaS, Venture Capital","Financial Services, Health Care, Lending and Investments, Software",2,"Lubomir Jurczak, Piotr Kulesza",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"23,351"
bValue Fund,https://www.crunchbase.com/organization/bvalue-angels,"Private Equity Firm, Venture Capital",39,6,"Warszawa, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",bValue Fund is a specialised growth equity investment firm that partners with tech and tech-enabled businesses in CEE.,36,,24,Active,2016-09-01,month,https://bvaluefund.com/,https://www.linkedin.com/company/bvalue.vc/,"Financial Services, Information Technology, Internet, Internet of Things, Marketing, Venture Capital, Web Design, Web Development","Design, Financial Services, Information Technology, Internet Services, Lending and Investments, Sales and Marketing, Software",5,"Dariusz Żuk, Maciej Balsewicz, Marcel Animucki, Mariusz Turski, Rafał Brzoska",1-10,"Late Stage Venture, Private Equity, Secondary Market",,Made Acquisitions,Private,"4,030"
Carlson ASI EVIG Alfa VC Fund,https://www.crunchbase.com/organization/evigalfa,Venture Capital,39,,"Poznan, Wielkopolskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","VC investing in pre-seed, seed stage in AI/ML, ICT, IoT, Medtech, Fintech, Cleantech",39,,35,Active,2019-01-01,year,https://evigalfa.pl/en/,https://www.linkedin.com/company/evig-alfa-sp-z-o-o/,"B2B, B2C, CleanTech, FinTech, Internet of Things, Medical Device, SaaS, Venture Capital","Financial Services, Health Care, Internet Services, Lending and Investments, Other, Software, Sustainability",2,"Dawid Wesołowski, Łukasz Marczuk",1-10,"Early Stage Venture, Grant",,,Private,"28,966"
Xevin Investments,https://www.crunchbase.com/organization/xevin-investments,Venture Capital,38,4,"Warszawa, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Xevin Investments is a venture capital fund and incubator that invests in seed and early stage companies.,37,,20,Active,2008-05-07,day,http://www.xevin.eu,https://www.linkedin.com/company/xevin-investments-asi/,,,2,"Gwidon Humeniuk, Marek Rusiecki",1-10,"Early Stage Venture, Seed",,Made Acquisitions,Private,"31,113"
Overkill Ventures,https://www.crunchbase.com/organization/overkill-ventures,"Accelerator, Angel Group, Venture Capital",37,2,"Riga, Riga, Latvia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Overkill Ventures invests in pre-seed stage startups and helps them get to product-market fit.,29,,20,Active,2018-01-01,year,https://www.overkill.vc,https://www.linkedin.com/company/overkillventures/,"3D Technology, Artificial Intelligence (AI), B2B, B2C, Enterprise Software, Hardware, Information and Communications Technology (ICT), Legal Tech, Robotics, SaaS","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Other, Professional Services, Science and Engineering, Software",3,"David Ventzel, Dmitry Saikovsky, Peter Marculans",1-10,"Early Stage Venture, Seed",,,Private,"27,681"
HardGamma Ventures,https://www.crunchbase.com/organization/hardgamma-ventures,Venture Capital,36,4,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","HardGamma Ventures is a venture capital fund that invests in startups that focuses on computing, internet, biotechnology, and more.",36,,15,Active,2010-09-01,day,http://hardgamma.com,https://www.linkedin.com/company/home-pl/,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",1,Chris Kowalczyk,251-500,"Crowdfunding, Early Stage Venture, Seed",,,Private,"36,553"
Nirvana Capital,https://www.crunchbase.com/organization/nirvana-capital,"Angel Group, Venture Capital",35,1,"Beijing, Beijing, China",Asia-Pacific (APAC),Nirvana Capital is a blockchain focused fund.,35,,,Active,2017-01-01,year,http://nirvana.capital/,https://www.linkedin.com/company/nirvanacapital,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, Virtual Currency","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",1,Alfred Jiang,1-10,"Early Stage Venture, Initial Coin Offering, Seed",,,Private,"31,890"
Unfold.vc,https://www.crunchbase.com/organization/ventureincubator,Venture Capital,34,2,"Wroclaw, Dolnoslaskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Unfold.vc is a venture capital fund focused on providing financial support for technological projects that have great potential for success.,24,1,18,Active,2008-01-01,year,http://www.unfold.vc/,https://www.linkedin.com/company/unfoldvc/,"Biotechnology, Health Care, Incubators, Internet, Marketing, Medical, SaaS, Software","Biotechnology, Financial Services, Health Care, Internet Services, Lending and Investments, Sales and Marketing, Science and Engineering, Software",3,"Jakub Sitarz, Maciej Jarzebowski, Mariusz Cieply",1-10,"Early Stage Venture, Seed",,,Private,"18,671"
Supernode Global,https://www.crunchbase.com/organization/rooks-nest-ventures,Venture Capital,33,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Supernode Global is an early-stage venture capital firm that invests in media-tech.,30,,18,Active,2016-01-01,year,https://www.supernodeglobal.com,https://www.linkedin.com/company/supernodeglobal,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Michael Sackler,1-10,"Early Stage Venture, Seed",,,Private,"6,331"
Simpact Ventures,https://www.crunchbase.com/organization/simpact-vc,Venture Capital,33,,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Simpact is venture capital fund investing in tech-driven startups with high business potential and a positive social/environmental impact.,32,,25,Active,2017-08-01,month,http://www.simpact.vc/,https://www.linkedin.com/company/simpact-vc/,"Impact Investing, Social Impact, Venture Capital","Financial Services, Lending and Investments, Other, Social Impact",3,"Jacek Ostrowski, Krzysztof Grochowski, Wojciech Majewski",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"6,715"
Movens Capital,https://www.crunchbase.com/organization/movens-capital,Venture Capital,33,,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","VC fund supporting Central European tech companies focusing on European and US markets. Main sectors: AI, fintech, SaaS and marketplaces.",24,,14,Active,2018-04-04,day,https://www.movenscapital.com,https://www.linkedin.com/company/18487805/admin/,"Marketplace, SaaS, Venture Capital","Commerce and Shopping, Financial Services, Lending and Investments, Software",3,"Artur Banach, Michał Olszewski, Przemyslaw Jurgiel-Zyla",11-50,"Early Stage Venture, Seed, Venture",,,Private,"22,535"
LT Capital,https://www.crunchbase.com/organization/lt-capital-5861,Venture Capital,33,1,"Krakow, Malopolskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","Poland-based, an early-stage fund focused on breakthrough Industry 4.0 companies",31,,13,Active,2018-01-01,day,http://ltcapital.vc/,https://www.linkedin.com/company/ltcapital/,Financial Services,Financial Services,2,"Lukasz Swiercz, Tomasz Jastrzebski",1-10,"Early Stage Venture, Seed",,,Private,"29,619"
Eterna Capital,https://www.crunchbase.com/organization/eterna-capital,"Private Equity Firm, Venture Capital",32,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Eterna Capital is a Web3-focused Venture Capital firm.,31,,2,Active,2018-01-01,year,http://www.eternacapital.com/,https://www.linkedin.com/company/eterna-capital/,"Blockchain, Finance, Financial Services","Blockchain and Cryptocurrency, Financial Services, Other",4,"Andrea Bonaceto, Asim Ahmad, Mattia Mrvosevic, Nassim Olive",1-10,"Early Stage Venture, Seed",,,Private,"21,408"
Gate Labs,https://www.crunchbase.com/organization/gate-labs-0bb5,"Accelerator, Corporate Venture Capital, Incubator, Venture Capital",32,,"Malta, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",Gate Labs is the investment arm of Gate.io,31,,,Active,2021-02-20,day,https://www.gate.io/,https://www.linkedin.com/company/gateio,"Cryptocurrency, Financial Exchanges, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",1,Lin Han,101-250,"Early Stage Venture, Seed",,,Private,"26,612"
Vireo Ventures,https://www.crunchbase.com/organization/vireo-ventures,Venture Capital,31,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Early-stage VC investing in European start-ups that drive electrification: energy supply, mobility, cities & buildings, logistics, industry",24,,2,Active,2020-01-01,year,https://www.vireo.vc/,https://www.linkedin.com/company/vireo-ventures/?viewAsMember=true,Venture Capital,"Financial Services, Lending and Investments",4,"Felix Krause, Matthias Engel, Mischa Wetzel, Thomas Labryga",11-50,"Early Stage Venture, Seed",,,Private,"5,323"
Stanley Ventures,https://www.crunchbase.com/organization/stanley-ventures,"Corporate Venture Capital, Venture Capital",31,6,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England","Stanley Ventures invests in innovative startups and provides industry expertise, supplier relationships, and access to customers.",25,1,16,Active,2016-01-01,day,https://www.stanleyventures.com,https://www.linkedin.com/company/stanleyventures/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Dina Routhier,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"17,641"
Node Kapital,https://www.crunchbase.com/organization/node-kapital,Venture Capital,31,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","A Digital Asset Fund Focused on Web 3.0, Specialized on DeFi & NFT's",30,,1,Active,2017-10-01,month,https://nodekapital.io/,https://www.linkedin.com/company/nodekapital/,"Asset Management, Bitcoin, Blockchain, Cryptocurrency, Ethereum, Information Technology, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Information Technology, Lending and Investments, Other, Payments, Software",2,"Serge Ajamian, Vilma Mattila",11-50,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"37,769"
Collider,https://www.crunchbase.com/organization/collider-ventures,"Accelerator, Incubator, Venture Capital",30,1,"Tel Aviv, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Collider work alongside startups that are focused on building disruptive technologies, services & products, globally.",25,,4,Active,2018-01-01,year,https://www.collider.vc/,https://www.linkedin.com/company/colliderventures/,"Blockchain, Cryptocurrency","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",3,"Adam Benayoun, Avishay Ovadia, Ofer Rotem",11-50,"Early Stage Venture, Seed, Venture",,,Private,"8,064"
Tiburon,https://www.crunchbase.com/organization/tiburon-2,"Family Investment Office, Micro VC, Venture Capital",29,3,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Tiburon is a private European-American seed investment boutique,28,,15,Active,2001-01-01,year,http://tiburon.de/,https://www.linkedin.com/company/tiburon-unternehmensaufbau-gmbh,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Bill Fisher, Daniel Wild, Tim Schwenke",11-50,"Early Stage Venture, Seed",,,Private,"18,028"
The Games Fund,https://www.crunchbase.com/organization/the-games-fund,Venture Capital,28,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",TGF is an early-stage VC fund founded by video games industry veterans.,23,,13,Active,2020-04-15,day,http://gamesfund.vc,https://www.linkedin.com/company/thegamesfund,Video Games,Gaming,4,"GEM Capital, Ilya Eremeev, Maria Kochmola, Sergey Titov",1-10,"Early Stage Venture, Seed",,,Private,"2,687"
ULTRA.VC,https://www.crunchbase.com/organization/ultra-vc,"Accelerator, Incubator, Micro VC, Venture Capital",28,,"Limassol, Limassol, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East",ULTRA.VC is an early-stage investor with an in-house accelerator supporting impact-driven entrepreneurs.,27,,12,Active,2023-01-01,year,https://ultra.vc/,https://www.linkedin.com/company/ultra-vc/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Eugene Valuev, Evgeny Valuev, Nikita Yuriev",1-10,"Early Stage Venture, Seed",,,Private,"5,361"
AIP Seed,https://www.crunchbase.com/organization/aip-seed,Venture Capital,27,1,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Early-stage venture capital fund catalyzing tomorrow's breakthroughs.,24,,21,Active,2009-01-01,day,https://www.aipseed.vc/,https://www.linkedin.com/company/aip-seed/,"Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments",1,Dariusz Żuk,1-10,"Early Stage Venture, Seed",,,Private,"7,690"
