Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
JIC Ventures,https://www.crunchbase.com/organization/jic-ventures,Venture Capital,10,,"Brno, Jihomoravsky kraj, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",JIC Ventures is an investment company which providing venture capital investments to graduates of its parent company's JIC programs.,10,,2,Active,2003-01-01,year,https://www.jic.cz/ventures/,https://www.linkedin.com/company/jic-ventures/,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Jiří Hudeček,1-10,"Early Stage Venture, Seed",,,Private,"52,187"
RSJ Investments SICAV a.s.,https://www.crunchbase.com/organization/rsj-private-equity,"Private Equity Firm, Venture Capital",9,2,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","RSJ Investments manages a broad investment portfolio in real estate, energy industry, agriculture, biotechnologies.",7,,1,Active,2010-07-01,day,http://www.rsj.com,https://www.linkedin.com/company/rsj-investments,,,,,251-500,"Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"38,737"
Patero,https://www.crunchbase.com/organization/patero-2bc6,Venture Capital,9,1,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Patero is an investment firm that invests in modern technologies.,8,,3,Active,2015-01-01,year,https://www.patero.cz/,https://www.linkedin.com/company/patero-s-r-o,"B2B, Financial Services, Logistics, Venture Capital","Financial Services, Lending and Investments, Other, Transportation",2,"David Svatoš, Tomas Formanek",1-10,Seed,,,Private,"43,236"
LeverageVC,https://www.crunchbase.com/organization/leveragevc,Venture Capital,8,,"Toronto, Ontario, Canada",Great Lakes,LeverageVC is a venture capital firm that leverages their experience to help founders succeed.,8,,1,Active,2021-12-01,day,https://leverage.vc/,https://www.linkedin.com/company/leveragevc,"Gaming, Health Care","Gaming, Health Care",2,"David Rabinovici, Meir Bulua",1-10,"Early Stage Venture, Seed",,,Private,"12,135"
Dominance Ventures,https://www.crunchbase.com/organization/dominance-ventures,Venture Capital,8,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Dominance Ventures is a venture firm that invests and partners with the most ambitious founders focused on Web 3 innovation.,8,,,Active,2021-01-01,year,https://dominance.ventures/,https://www.linkedin.com/company/dominancevc/,,,1,Alexander Opeagbe,1-10,"Seed, Venture",,,Private,"48,914"
Jinej fond,https://www.crunchbase.com/organization/jinej-fond,Venture Capital,8,1,"Brno, Jihomoravsky kraj, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Jinej fond is an investment firm focused on investing in early stage companies, projects, and startups.",7,,6,Active,,,https://www.jinejfond.cz/,https://www.linkedin.com/company/jinej-fond/,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Jan Slama,1-10,Seed,,,Private,"49,536"
QQ Capital,https://www.crunchbase.com/organization/qq-capital,Venture Capital,8,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Family venture office investing in early-stage tech companies. We stand by our founders & provide long term deep support,8,,2,Active,2021-01-01,year,https://www.qq.capital,https://www.linkedin.com/company/qq-capital/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"53,987"
KOOPEO Ventures,https://www.crunchbase.com/organization/koopeo-ventures,Venture Capital,8,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",KOOPEO Ventures is Prague-based investment company that makes pre-seed and seed stage investments in CEE region ,7,,8,Active,2016-01-01,year,http://www.koopeoventures.com,https://www.linkedin.com/company/11366532,"Finance, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"67,482"
ESA BIC Czech Republic,https://www.crunchbase.com/organization/esa-bic-czech-republic,"Corporate Venture Capital, Incubator",8,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",ESA BIC Czech Republic is a business incubator which supports and develops technologically progressive startups that use space technologies.,8,,1,Active,2016-01-01,year,https://www.esa-bic.cz/,https://www.linkedin.com/company/esa-bic-czech-republic/,"Aerospace, Finance, Incubators, Venture Capital","Financial Services, Lending and Investments, Science and Engineering",,,1-10,,,,Private,"100,332"
Stacks,https://www.crunchbase.com/organization/stacks,Venture Capital,7,,"Anaheim, California, United States","Greater Los Angeles Area, West Coast, Western US","Stacks is an app development company which builds bitcoin app, smart contracts, and digital assets.",7,,2,Active,2013-01-01,year,https://www.stacks.co/,https://www.linkedin.com/company/blockstack-labs/,"Apps, Blockchain, Developer Platform, Internet, Open Source, Smart Contracts, Trading Platform","Apps, Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other, Software",2,"Muneeb Ali, Ryan Shea",11-50,,For Profit,,Private,"3,433"
Seed Starter ČS,https://www.crunchbase.com/organization/seed-starter-čs,"Incubator, Venture Capital",7,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Seed Starter ČS is a seed funding investment company engaged in investing in startup projects.,7,,5,Active,,,https://www.seedstarter.cz/,https://www.linkedin.com/company/seedstarterceskesporitelny/,"Angel Investment, Finance, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"35,278"
Crowdberry,https://www.crunchbase.com/organization/crowdberry,"Private Equity Firm, Venture Capital",7,,"Bratislava, Bratislava, Slovakia (Slovak Republic)","European Union (EU), Europe, Middle East, and Africa (EMEA)",Crowdberry is an investment platform that allows private investors to invest directly in innovative startups.,6,,2,Active,2015-01-01,month,https://www.crowdberry.eu,https://www.linkedin.com/company/crowdberry,"Crowdfunding, Financial Services, Funding Platform, Impact Investing, Real Estate Investment, Venture Capital","Financial Services, Lending and Investments, Real Estate",3,"Daniel Gašpar, Michal Nespor, Patrik Horny",11-50,"Early Stage Venture, Seed, Venture",,,Private,"35,505"
Air Ventures,https://www.crunchbase.com/organization/air-ventures-2,Venture Capital,7,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Air Ventures is ""hands on"" innovations fund. Our mission is to help innovations fly.",7,,3,Active,2016-04-19,day,http://airventures.eu/,https://www.linkedin.com/company/10632128,,,2,"Michal Nydrle, Vaclav Pavlecka",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"39,936"
V-Sharp Venture Studio,https://www.crunchbase.com/organization/v-sharp-ventures,Venture Capital,7,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",V-Sharp Venture Studio is a venture capital company focused on early stage investments in Central and Eastern Europe.,6,,4,Active,2019-01-01,year,https://vsharp.vc/,https://www.linkedin.com/company/v-sharp-ventures/,"B2B, E-Commerce, FinTech, Logistics, Marketplace, SaaS, Venture Capital","Commerce and Shopping, Financial Services, Lending and Investments, Other, Software, Transportation",,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"43,578"
Quantum Angels,https://www.crunchbase.com/organization/quantum-angels,"Angel Group, Venture Capital",6,1,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Quantum Angels is an investment firm focused on pre-seed to seed stage ventures.,6,,,Active,2020-01-01,year,https://quantumangels.vc/,https://www.linkedin.com/company/quantum-angels-group/,,,1,Chris Mullaly,1-10,"Early Stage Venture, Seed",,,Private,"37,844"
Aidiom,https://www.crunchbase.com/organization/aidiom,Venture Capital,6,,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Aidiom is an early-stage deep-tech investor providing seed and venture capital to applied AI enterprise software startups in Europe.,5,,2,Active,2020-01-01,year,https://www.aidiom.com,https://www.linkedin.com/company/aidiom/,,,1,Jon Oyvind Eriksen,1-10,Early Stage Venture,,,Private,"45,588"
i&i Prague,https://www.crunchbase.com/organization/i-i-prague,"Incubator, Venture Capital",6,,"Praha, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",i&i Prague is a bio-innovation center partner for biotech innovations and smart money investments.,5,,3,Active,2017-01-01,year,https://www.iniprague.com,https://www.linkedin.com/company/iniprague,,,,,1-10,"Early Stage Venture, Seed",,,Private,"58,681"
KHAN Technology Transfer Fund,https://www.crunchbase.com/organization/khan-technology-transfer-fund,Venture Capital,6,,"Dortmund, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",KHAN Technology Transfer Fund operates as an investment firm.,4,,4,Active,2019-01-01,year,https://khanu.de/,https://www.linkedin.com/company/khan-technology-transfer-fund-i/,,,,,1-10,"Early Stage Venture, Seed",,,Private,"65,085"
Invento VC,https://www.crunchbase.com/organization/invento-vc,"Private Equity Firm, Venture Capital",5,,"Katowice, Slaskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Invento VC is an investment firm.,5,,5,Active,,,https://invento.vc/en,https://www.linkedin.com/company/invento-vc/,,,,,11-50,Seed,,,Private,"53,519"
INCOMMING ventures,https://www.crunchbase.com/organization/incomming-ventures,Venture Capital,5,2,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Investing into growing innovative e-commerce companies,5,,2,Closed,2016-04-01,month,http://www.incomming.net/,https://www.linkedin.com/company/incomming-ventures,E-Commerce,Commerce and Shopping,1,Michal Mička,,"Early Stage Venture, Seed",,,Private,"64,810"
TopMonks Startup Studio,https://www.crunchbase.com/organization/topmonks-startup-studio,"Corporate Venture Capital, Incubator",5,1,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Startup investment arm of TopMonks,5,,,Active,,,,,"Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"110,464"
Altered Ventures,https://www.crunchbase.com/organization/altered-ventures,Venture Capital,4,,"Valley Cottage, New York, United States","Greater New York Area, East Coast, Northeastern US","Altered Ventures is an early-stage seed venture capital fund that helps creators develop and publish video games, AR, and VR.",4,,1,Active,2016-01-01,year,http://www.altered.vc/,https://www.linkedin.com/company/altered-ventures-llc/,Venture Capital,"Financial Services, Lending and Investments",1,Mario Valle,11-50,Venture,,,Private,"40,398"
Purpose Ventures,https://www.crunchbase.com/organization/purpose-ventures,"Micro VC, Private Equity Firm, Venture Capital",4,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Investing in ambitious founders and for-profit tech startups contributing to solving world challenges from Czech Republic and Slovakia.,4,,3,Active,2021-01-01,month,https://www.purposeventures.cz/,https://www.linkedin.com/company/71937144,,,,,1-10,"Early Stage Venture, Seed",,,Private,"59,111"
Phase4 Partners,https://www.crunchbase.com/organization/phase4-partners,Venture Capital,4,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Long known as one of the leading life science venture capital firms based in Europe, Phase4 Partners, formerly known as Phase4 Ventures,",2,1,1,Active,1999-01-01,year,http://www.phase4-partners.com,,,,,,11-50,,,,Private,"80,460"
Contrivance Ventures,https://www.crunchbase.com/organization/contrivance-ventures,"Angel Group, Venture Capital",4,,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)","Contrivance Ventures provides early-stage startups in the CEE region with partnership, advice and pre-seed / seed capital.",4,,1,Active,2020-01-01,year,https://contrivanceventures.com,https://www.linkedin.com/company/54362217,,,,,1-10,"Early Stage Venture, Seed",,,Private,"99,673"
Nextech Ventures,https://www.crunchbase.com/organization/nextech-ventures,Venture Capital,3,,"Smichov, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Nextech Ventures is a venture capital fund that invests in seed stage companies in the e-commerce, analytics, SaaS, and VR sectors.",2,,,Active,2017-01-01,year,https://www.nextechventures.com/,https://www.linkedin.com/company/nextechventures/about/,"Angel Investment, Finance, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Josef Matejka,1-10,"Early Stage Venture, Seed",,,Private,"28,393"
Borovicka Capital,https://www.crunchbase.com/organization/borovicka-capital,Venture Capital,3,,"Central, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Borovicka Capital is an investment company provides venture capital investments.,3,,,Active,,,https://www.borovickacapital.com,,,,,,1-10,,,,Private,"52,800"
EC Investments,https://www.crunchbase.com/organization/ec-investments,Venture Capital,3,1,"Praha, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",EC Investments is an investment firm.,3,,2,Active,,,https://www.ecinvestments.cz/,,,,,,,Early Stage Venture,,Made Acquisitions,Private,"54,534"
SPM Invest,https://www.crunchbase.com/organization/spm-invest,Venture Capital,3,,"Mnisek Pod Brdy, Stredocesky kraj, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","SPM is a Czech investment group that is looking for interesting opportunities, especially for long-term investments.",3,,1,Active,2016-01-01,year,http://www.spminvest.com,https://www.linkedin.com/company/spmgroupcz/,,,,,11-50,Seed,,,Private,"56,224"
Gi21 Capital,https://www.crunchbase.com/organization/gi21-capital,"Private Equity Firm, Venture Capital",3,,,,"Founded as a family office investment firm in 2022, Gi21 has quickly established a portfolio of successful companies with several exits.",3,,1,Active,2022-01-01,day,https://gi21capital.com,,,,2,"Damir Spoljaric, Jan Martinů",1-10,"Early Stage Venture, Private Equity, Seed",,,Private,"59,500"
Auzera,https://www.crunchbase.com/organization/auzera,Venture Capital,3,,,,investment company,2,,1,Active,2019-06-07,day,,,,,,,1-10,"Convertible Note, Seed",,,Private,"60,943"
LEVERAGE,https://www.crunchbase.com/organization/leverage-53e0,"Private Equity Firm, Venture Capital",3,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","LEVERAGE build exceptional internet companies. We invest our own experience, time and capital. We are looking for new ambitious projects!",3,,,Active,2017-01-01,year,https://www.lvrg.cz/,https://www.linkedin.com/company/leverage-holding-sro/,,,1,Matěj Boruta,1-10,Early Stage Venture,,,Private,"66,284"
Pilulka Lab,https://www.crunchbase.com/organization/pilulka-lab,"Accelerator, Venture Capital",3,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Pilulka Lab is a business acceleration and ventures funding company focused on investing in startups operating in the e-health industry.,2,,1,Active,,,https://www.pilulkalab.com/,https://www.linkedin.com/company/dr-pilulka-s-r-o-/,"Finance, Health Care, Medical, Venture Capital","Financial Services, Health Care, Lending and Investments",1,Martin Kasa,,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"67,980"
Danube Angels,https://www.crunchbase.com/organization/danube-angels,"Private Equity Firm, Venture Capital",3,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital und Private Equity,3,,2,Active,2017-01-01,year,http://www.danubeangels.com/en/,https://www.linkedin.com/company/danube-angels/about/,,,2,"Jakob Hütthaler, Paul G. Putz",1-10,"Crowdfunding, Early Stage Venture, Late Stage Venture, Venture",,,Private,"103,792"
PRIME FUND Group,https://www.crunchbase.com/organization/prime-fund-group,"Private Equity Firm, Venture Capital",3,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","We are a full-scale investment group in which we invest in all stages of development, from Pre-seed to Series A+..",2,,,Active,2021-01-01,year,https://primefund.cz/,https://www.linkedin.com/company/prime-fund/,"E-Commerce, Information Technology, Software","Commerce and Shopping, Information Technology, Software",2,"Dušan Moskaliev, Jan Svoboda",1-10,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",,,Private,"138,376"
BUDETO,https://www.crunchbase.com/organization/budeto,"Incubator, Micro VC, Venture Capital",2,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","A unique studio generating ideas, setting up teams with vetted founders, and financing the first few months to get ready for VC investment.",2,,,Active,2023-04-01,month,http://budeto.xyz/,https://www.linkedin.com/company/budeto/,,,,,1-10,"Early Stage Venture, Seed",,,Private,"65,242"
P&J Capital,https://www.crunchbase.com/organization/p-j-capital,"Private Equity Firm, Venture Capital",2,,"Mala Strana, Stredocesky kraj, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","P&J Capital is a venture capital firm that invests mainly in the IT, digital, agro-tech, and real estate industries.",2,,,Active,2009-01-01,year,https://pj-capital.cz/#section-1,https://www.linkedin.com/company/pjcapital/about/,"Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",,,1-10,Seed,,,Private,"67,834"
AdRock Ventures,https://www.crunchbase.com/organization/adrock-ventures,Venture Capital,2,,"Larnaca, Larnaca, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East","AdRock Ventures is a Cyprus-based, privately held investment and advisory firm.",2,,,Active,2015-01-01,year,https://adrockventures.com/,,,,,,,Early Stage Venture,,,Private,"69,044"
Scio,https://www.crunchbase.com/organization/scio-8571,Corporate Venture Capital,2,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Scio is an educational assessment center offering commercial services to schools, universities, school boards, and other institutions.",2,,,Active,1996-01-01,year,https://scio.cz/,https://www.linkedin.com/company/scio_2/about/,"EdTech, Education, Skill Assessment","Education, Software",1,Jon Shotola,101-250,Early Stage Venture,,,Private,"69,278"
BlackLex,https://www.crunchbase.com/organization/blacklex,Venture Capital,2,,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",BlackLex is an Internet Backer that invests with its own capital in the internet and mobile companies in order to further their development.,2,,1,Active,2011-02-15,day,http://www.blacklex.com,,"Finance, Mobile, Venture Capital","Financial Services, Lending and Investments, Mobile",2,"David Dostal, Przemyslaw Kuffel",1-10,Seed,,,Private,"95,068"
Bizthusiasm,https://www.crunchbase.com/organization/bizthusiasm,Venture Capital,2,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Bizthusiasm is an investment firm which specializes in funding and supporting startups at the early stage of their development.,2,,1,Active,2012-01-01,year,http://www.bizthusiasm.com/,,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,,Early Stage Venture,,,Private,"104,507"
Solotron Investment,https://www.crunchbase.com/organization/solotron-investment,Venture Capital,2,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",VC focused on CEE market,1,,,Active,,,,,,,,,,"Early Stage Venture, Seed",,,Private,"105,734"
Invester Group Holding s.r.o.,https://www.crunchbase.com/organization/invester-group-holding-s-r-o,"Angel Group, Venture Capital",1,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",INVEST is an investment management platform.,1,,1,Active,2017-01-01,year,https://www.invester.cz/,https://www.linkedin.com/company/investercz/,,,,,11-50,Seed,,,Private,"18,475"
Principal Engineering,https://www.crunchbase.com/organization/principal-engineering,Corporate Venture Capital,1,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Principal Engineering is an IT firm that provides solutions, software development, IT services, consultancy, and outsourcing services.",1,,,Active,2003-01-01,year,https://www.principal.cz/en/,https://www.linkedin.com/company/principal-engineering/about/,"Information Technology, Software, Software Engineering","Information Technology, Science and Engineering, Software",,,251-500,"Early Stage Venture, Seed",For Profit,,Private,"62,646"
WCA Holding,https://www.crunchbase.com/organization/wca-holding,Venture Capital,1,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","WCA Holding is a closed investment group that invests in companies, projects, services, and real estate locally and abroad.",1,,1,Active,2018-09-01,month,https://www.wcaholding.cz/,https://www.linkedin.com/company/wcaholding/about/,"Finance, Impact Investing, Venture Capital","Financial Services, Lending and Investments",,,11-50,Early Stage Venture,,,Private,"65,048"
InTeFi Capital,https://www.crunchbase.com/organization/intefi-capital,Venture Capital,1,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","InTeFi Capital is an investment firm focused on the IT, media, finance, and real estate sectors in the local area.",1,,,Active,,,https://www.intefi.cz/,,"Finance, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Lukáš Novák,,"Early Stage Venture, Seed",,,Private,"69,148"
Chenen a.s.,https://www.crunchbase.com/organization/chenen-a-s,Venture Capital,1,1,"Nusle, Stredocesky kraj, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Chenen a.s group focuses on venture capital investment in the field of new technology and challenging real estate projects.,1,,,Active,,,http://www.chenen.cz,https://www.linkedin.com/company/chenen-a.s.,"Real Estate, Venture Capital","Financial Services, Lending and Investments, Real Estate",,,1-10,,,,Private,"70,295"
2F Capital Ltd,https://www.crunchbase.com/organization/2f-capital-ltd,Venture Capital,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","2F Capital is a multinational investment company, aiming to scout, develop & finance companies.",1,,,Active,2014-01-01,year,http://www.2fcapital.co.uk/,https://www.linkedin.com/company/2f-capital-ltd/,,,,,1-10,,,,Private,"82,043"
Leeaf Invest,https://www.crunchbase.com/organization/leeaf-invest,Venture Capital,1,,,,SPV,1,,1,Active,,,,,,,,,1-10,Seed,,,Private,"88,059"
Hitus 1 Ventures,https://www.crunchbase.com/organization/hitus-1-ventures,Venture Capital,1,,,,Small VC fund from Tytus Cytowski - http://cytlaw.com,1,,,Active,,,,,,,,,,,,,Private,"96,010"
A.C.H. Ventures,https://www.crunchbase.com/organization/a-c-h-ventures,Venture Capital,1,,"Newport Beach, California, United States","Greater Los Angeles Area, West Coast, Western US",ACH Ventures is an investment firm that seeks to invest in technology and food & beverage industries.,1,,1,Active,2013-01-01,year,https://ach-ventures.com/,https://www.linkedin.com/company/ach-ventures-llp,,,,,1-10,Seed,,,Private,"99,560"
Frame100r,https://www.crunchbase.com/organization/frame100r,Corporate Venture Capital,1,,"Praha, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Frame100r is a production company that provides TV, feature-film, commercials production, and motion graphics services.",1,,,Active,,,http://www.frame100r.com/en/,,"Film Production, Motion Capture, TV Production","Media and Entertainment, Video",,,1-10,"Early Stage Venture, Seed",For Profit,,Private,"101,102"
Inno Ventures,https://www.crunchbase.com/organization/inno-ventures,Venture Capital,1,,"Praha, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Inno Ventures is an investment company engaged in seed and angel financing ventures.,1,,1,Active,,,https://www.innoventures.cz/,,"Angel Investment, Business Development, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",,,,,,,Private,"131,734"
Orizon Systems,https://www.crunchbase.com/organization/orizon-systems-dace,Corporate Venture Capital,1,,"Tokio, Tokyo, Japan",Asia-Pacific (APAC),IT business operations,1,,,Active,,,https://www.orizon.co.jp/en/,,,,,,,,,,Private,"149,548"
Redwood Capital,https://www.crunchbase.com/organization/redwood-capital,"Private Equity Firm, Venture Capital",1,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Redwood Capital is a Czech investment company managing investments for a select group of long-term partners.,1,,,Active,2011-07-18,day,https://www.redcap.cz/,https://www.linkedin.com/company/redwood-capital-a-s-,"Banking, Consulting, Financial Services, Insurance, Real Estate","Financial Services, Lending and Investments, Professional Services, Real Estate",,,1-10,"Private Equity, Venture",,,Private,"151,386"
Natland Ventures,https://www.crunchbase.com/organization/natland-ventures,Venture Capital,1,,,,part of Natland Group SE,1,,,Active,,,,,,,,,,,,,Private,"172,379"
Zenx Capital,https://www.crunchbase.com/organization/zenx-capital,Venture Capital,1,,,,"Zenx Capital invests in ambitious startups, helping them scale beyond borders with strategic support.",1,,,Active,2015-01-01,year,https://zenxcapital.com/,,"Finance, FinTech, Venture Capital","Financial Services, Lending and Investments",,,,,,,Private,"177,247"
