Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Truffle Capital,https://www.crunchbase.com/organization/truffle-capital,Venture Capital,57,19,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Truffle Capital is an independent European private equity firm originally set up for investing in technology spin-offs.,42,9,29,Active,2001-01-01,year,http://www.truffle.com,https://www.linkedin.com/company/truffle-capital,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",5,"Bernard-Louis Roques, Dimitri Popov, Henri Moulard, Jean-Francois Fourt, Philippe Pouletty",11-50,Early Stage Venture,,,Private,"12,608"
GSD Venture Studios,https://www.crunchbase.com/organization/gsd-venture-studios,"Accelerator, Entrepreneurship Program, Venture Capital",56,1,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Venture studio specializing in helping resilient entrepreneurs #GoGlobal,56,,1,Active,2019-05-01,month,https://www.gsdvs.com,https://www.linkedin.com/company/gsd-venture-studios/,"Cloud Computing, Cyber Security, Financial Services, FinTech, Mobile Apps, Venture Capital","Apps, Financial Services, Information Technology, Internet Services, Lending and Investments, Mobile, Privacy and Security, Software",2,"Derek Distenfield, Gary A. Fowler",1-10,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Private Equity",,,Private,"23,040"
Mérieux Equity Partners,https://www.crunchbase.com/organization/mérieux-equity-partners,"Private Equity Firm, Venture Capital",55,16,"Lyon, Rhone-Alpes, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Mérieux Equity Partners is a global investment platform specialized in the healthcare & nutrition sector.,43,5,21,Active,2009-01-01,year,https://www.merieux-partners.com/,https://in.linkedin.com/company/merieux-equity-partners,"Asset Management, Financial Services, Health Care, Life Science, Medical Device, Nutrition, Pharmaceutical, Venture Capital","Biotechnology, Financial Services, Food and Beverage, Health Care, Lending and Investments, Science and Engineering",1,Francois Valencony,11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,Made Acquisitions,Private,594
Fortino Capital,https://www.crunchbase.com/organization/fortinocapital,"Private Equity Firm, Venture Capital",55,16,"Antwerp, Antwerpen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Fortino Capital is an investment firm that actively supports and advises growth companies.,45,,27,Active,2013-10-01,day,https://fortinocapital.com/,https://www.linkedin.com/company/fortinocapitalpartners/,"Brand Marketing, SaaS, Sales Automation, Telecommunications","Hardware, Information Technology, Sales and Marketing, Software",2,"Baudouin Jolly, Duco Sickinghe",11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,Made Acquisitions,Private,"1,671"
BlockTower Capital,https://www.crunchbase.com/organization/blocktower-capital,Venture Capital,55,1,"Miami, Florida, United States","Greater Miami Area, East Coast, Southern US","BlockTower is a crypto and blockchain investment firm that uses trading, investing, and portfolio management to this digital asset class.",51,,16,Active,2017-01-01,year,https://blocktower.com/,https://www.linkedin.com/company/11186126/,"Blockchain, Cryptocurrency, Finance, FinTech, Virtual Currency","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",1,Ari Paul,11-50,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,"Made Acquisitions, Was Acquired",Private,"1,929"
Woodstock Fund,https://www.crunchbase.com/organization/woodstock-fund,"Private Equity Firm, Venture Capital",55,2,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",Woodstock Fund is a multi-asset investment fund that focuses on early and growth-stage Distributed Ledger Technology (DLT) startups.,51,,14,Active,2019-01-01,year,https://woodstockfund.com/,https://www.linkedin.com/company/woodstock-fund/,"Blockchain, Finance, Financial Services, FinTech, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",2,"Himanshu Yadav, Pranav Sharma",11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",,,Private,"20,687"
Ryze Labs,https://www.crunchbase.com/organization/ryze-labs,Venture Capital,53,1,"Georgetown, Kentucky, United States",Southern US,Ryze Labs is a venture capital firm.,47,,7,Active,2015-01-01,day,http://www.ryzelabs.io,https://www.linkedin.com/company/ryzelabs/,"Finance, Financial Services, FinTech",Financial Services,1,Matthew Graham,11-50,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private,"19,888"
Bynd Venture Capital,https://www.crunchbase.com/organization/busy-angels,Venture Capital,52,5,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",Bynd is a leading Iberian Venture Capital firm with focus on seed / early stage technology startups,45,,9,Active,2010-01-01,year,https://bynd.vc/,https://www.linkedin.com/company/bynd-venture-capital,"Advice, Venture Capital","Financial Services, Lending and Investments, Media and Entertainment",4,"Francisco Ferreira Pinto, Joao Costa, Luis Mira Amaral, Santiago Salazar",1-10,"Early Stage Venture, Seed",,,Private,"8,187"
Digital Attraxion,https://www.crunchbase.com/organization/digital-attraxion,"Accelerator, Venture Capital",52,,"Charleroi, Hainaut, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Digital Attraxion is a digital Startups Accelerator that specializes and focuses on fundraising.,50,,3,Active,2016-07-01,month,https://www.digital-attraxion.com,https://www.linkedin.com/company/digital-attraxion/,"Finance, Financial Services, Funding Platform","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"39,716"
Qbic Fund,https://www.crunchbase.com/organization/qbic-fund,"Micro VC, Venture Capital",50,9,"Belgium, Wisconsin, United States","Great Lakes, Midwestern US","Qbic Fund is a multi-sector fund supporting spin-off companies of the Ghent, Brussels, Antwerp.",35,1,14,Active,2012-05-01,day,http://qbic.be/,https://www.linkedin.com/company/qbic,Venture Capital,"Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"4,822"
Moonrock Capital,https://www.crunchbase.com/organization/moonrock-capital,"Accelerator, Incubator, Venture Capital",50,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","We Are Moonrock Capital, A Crypto Native Venture Capital Boutique Incubating Web3 And Blockchain Start-Ups To Shape The World Of Tomorrow.",48,,5,Active,2019-01-01,year,https://www.moonrockcapital.io/,https://www.linkedin.com/company/moonrock-capital/about/,"Cryptocurrency, Incubators, Venture Capital, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Payments, Software",3,"Alex Smith, Jonathan Habicht, Simon Dedic",1-10,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"22,216"
NewTribe Capital,https://www.crunchbase.com/organization/newtribe-capital-c32e,Venture Capital,50,,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Investing in People, Innovation and Technology",48,,,Active,2021-06-18,day,https://www.newtribe.capital/,https://www.linkedin.com/company/newtribe-capital/about/,"Blockchain, Cryptocurrency, Financial Services, FinTech, Venture Capital, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other, Payments, Software",5,"Dhaval Parikh, Juliet Su, Prashant Choudhary, SS UU, Victor Olmo",11-50,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"22,986"
Matterwave Ventures,https://www.crunchbase.com/organization/matterwave-ventures,Venture Capital,47,1,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Matterwave Ventures is a European VC backing hardware and software companies in the Industrial Tech space.,29,,24,Active,2021-01-01,year,http://www.matterwave.vc,https://www.linkedin.com/company/78987413,Venture Capital,"Financial Services, Lending and Investments",,,11-50,"Early Stage Venture, Seed, Venture",,,Private,"1,448"
DAO Maker,https://www.crunchbase.com/organization/dao-maker,Venture Capital,45,,"Belle Vue, Cumbria, United Kingdom","Europe, Middle East, and Africa (EMEA)",DAO Maker creates growth technologies and funding frameworks for startups.,44,,8,Active,2018-01-01,year,https://daomaker.com/,https://www.linkedin.com/company/daomaker/,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Funding Platform, Non-Fungible Token (NFT)","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",2,"Christoph Zaknun, Giorgio Marciano",11-50,,For Profit,,Private,"7,220"
Coelius Capital,https://www.crunchbase.com/organization/coelius-capital,Venture Capital,45,6,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Coelius Capital provides entrepreneurial early-stage capital for technology startups.,32,,4,Active,2019-01-01,year,https://coelius.vc/,https://www.linkedin.com/company/coelius-capital/,"B2B, B2C, Business Development, Finance, Venture Capital","Financial Services, Lending and Investments, Other, Professional Services",1,Zach Coelius,1-10,Early Stage Venture,,,Private,"7,531"
Atlante Ventures,https://www.crunchbase.com/organization/atlante-ventures,Venture Capital,44,6,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)","Atlante Ventures is a leading Italian VC fund, operated by IMI Fondi Chiusi SGR, part of Intesa Sanpaolo Group.",20,1,10,Active,2007-12-07,day,,,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"34,050"
Inventures SA,https://www.crunchbase.com/organization/inventures-sa,Venture Capital,43,4,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","Inventures is the first European crowd-venturing impact fund, a venture capital based in Belgium investing in early stage impact businesses",24,,4,Active,2011-06-01,day,http://inventures.fund,https://www.linkedin.com/company/inventures-fund/,"Business Development, Crowdfunding, Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments, Professional Services",5,"Charles-Albert de Radzitzky, Gilles van der Meerschen, Guillaume Desclée, José Zurstrassen, Olivier de Duve",1-10,Early Stage Venture,,,Private,"39,133"
Übermorgen Ventures,https://www.crunchbase.com/organization/übermorgen-ventures,Venture Capital,42,,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",We are an early stage venture fund backing entrepreneurs that build profitable solutions to fight climate change,25,,10,Active,2019-01-01,year,https://uebermorgenventures.com,https://www.linkedin.com/company/%C3%BCbermorgen-ventures/,,,1,Adrian Bührer,1-10,"Early Stage Venture, Seed",,,Private,"20,373"
SmartFin,https://www.crunchbase.com/organization/smartfin,"Private Equity Firm, Venture Capital",41,7,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",SmartFin invests in B2B technology companies,26,1,16,Active,2014-06-01,day,http://www.smartfinvc.com,https://www.linkedin.com/company/smartfin-capital,Venture Capital,"Financial Services, Lending and Investments",6,"Bart Luyten, Jürgen Ingels, Mark Ziering, PHILIPPE MAUCHARD, Thomas Depuydt, Wim De Waele",11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,Made Acquisitions,Private,"4,152"
Betatron Venture Group,https://www.crunchbase.com/organization/betatron-venture-group,Venture Capital,41,1,"Sheung Wan, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Betatron Venture Group is a venture capital firm that invests in early-stage companies.,31,,18,Active,2016-01-01,year,http://www.betatron.co/,http://www.linkedin.com/company/13219096,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Rafal Czerniawski,11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"7,069"
V-Bio Ventures,https://www.crunchbase.com/organization/v-bio-ventures,Venture Capital,39,2,"Gent, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","V-Bio Ventures finds, builds and finances young, innovative companies with ambitions in the life sciences arena.",24,,14,Active,2015-01-01,year,http://v-bio.ventures,https://www.linkedin.com/company/v-bio-ventures,"Biotechnology, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",2,"Christina Takke, Willem Broekaert",1-10,Early Stage Venture,,,Private,"1,719"
imec.xpand,https://www.crunchbase.com/organization/imec-xpand,Venture Capital,38,,"Leuven, Vlaams-Brabant, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",A game-changing way to enable early-stage nano electronics-based innovation powered by imec.,26,,22,Active,2017-01-01,year,http://www.imecxpand.com,https://www.linkedin.com/company/imec.xpand,Venture Capital,"Financial Services, Lending and Investments",1,Tom Vanhoutte,1-10,Early Stage Venture,,,Private,"2,725"
Id4 ventures,https://www.crunchbase.com/organization/id4-ventures,Venture Capital,37,3,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Id4 ventures is a venture capital investment firm focusing on early-stage startups in the European ecosystem.,26,,8,Active,2017-01-01,month,http://www.id4.vc,https://www.linkedin.com/company/id4ventures,"Angel Investment, Venture Capital","Financial Services, Lending and Investments",2,"Herve Cuviliez, Ivan Petrovic",1-10,"Early Stage Venture, Seed",,,Private,"8,138"
Adjacent,https://www.crunchbase.com/organization/adjacent-9b5a,Venture Capital,37,3,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",exploring the adjacent,31,,20,Active,2019-11-01,day,https://adjacent.com/,https://www.linkedin.com/company/adjacentv,,,1,Nico Wittenborn,1-10,"Early Stage Venture, Seed",,,Private,"17,991"
PetRock Capital,https://www.crunchbase.com/organization/petrock-capital,"Incubator, Venture Capital",37,1,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Petrock Capital is a venture firm that invests in breakthrough blockchain technologies and communities.,35,,3,Active,2020-12-01,month,https://www.petrock.capital/,https://www.linkedin.com/company/petrock-capital/,Financial Services,Financial Services,7,"Choon Xin Heng, Dar Win Liew, Ecclesiastes Joel Sim, Ray Foo, Ronald Koo, Wang Jin, Lawrence Lim, Wei, Joel Lin",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"27,996"
LeanSquare,https://www.crunchbase.com/organization/leansquare,Venture Capital,36,1,"Liège, Liege, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",New Economy Startups Investor & Accelerator,32,,13,Active,2014-02-12,day,http://www.leansquare.be/,https://www.linkedin.com/company/leansquare,"Music, Software, Sustainability","Media and Entertainment, Music and Audio, Software, Sustainability",,,1-10,"Debt, Late Stage Venture, Seed, Venture",,,Private,"27,674"
WING by Digital Wallonia,https://www.crunchbase.com/organization/w-in-g-wallonia-innovation-and-growth,Venture Capital,36,6,"Liège, Liege, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","W.IN.G (Wallonia Innovation and Growth) is an investment fund focusing on SAAS, medtech, engineering tech, advanced tech and deep tech",27,,11,Active,2016-02-01,month,http://www.wing-digitalwallonia.be/,https://www.linkedin.com/company/wing-by-digital-wallonia/,,,,,1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"33,853"
PDENH,https://www.crunchbase.com/organization/pdenh,Venture Capital,36,1,"Xhendelesse, Liege, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",PDENH is an investment management firm that specializes in the fields of venture capital and private equity investments.,22,,5,Active,2010-01-01,year,https://www.pdenh.nl/,https://www.linkedin.com/company/participatiefonds-duurzame-economie-noord-holland/,Financial Services,Financial Services,,,11-50,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"34,278"
KPN Ventures,https://www.crunchbase.com/organization/kpn-ventures,Corporate Venture Capital,36,5,"Rotterdam, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","KPN Ventures aims to partner with innovative technology companies, providing access to capital, expertise, network, and customer channels.",27,,12,Active,2015-06-01,day,http://www.kpnventures.com,https://www.linkedin.com/company/kpn-ventures,"Big Data, Cloud Data Services, Finance, Financial Services, FinTech, Information Technology, Internet of Things, Security","Data and Analytics, Financial Services, Information Technology, Internet Services, Privacy and Security",,,11-50,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"85,697"
LUMO labs,https://www.crunchbase.com/organization/lumo-labs,"Accelerator, Entrepreneurship Program, Incubator, Venture Capital",35,,"Eindhoven, Noord-Brabant, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",LUMO Labs is an impact-driven multi-stage (pre-seed through series A) capital fund with a two-year growth program,30,,26,Active,2016-07-01,day,http://www.lumolabs.io,https://www.linkedin.com/company-beta/10821266/,"Business Development, Construction, Education, Health Care, Incubators, Real Estate, Software, Venture Capital","Education, Financial Services, Health Care, Lending and Investments, Professional Services, Real Estate, Software",3,"Andy Lürling, Jordie Geuyen, Sven Bakkes",11-50,"Early Stage Venture, Seed, Venture",,,Private,736
Gemma Frisius Fund,https://www.crunchbase.com/organization/gemma-frisius-fund,"Micro VC, Venture Capital",35,5,"Leuven, Vlaams-Brabant, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","On July 3, 2002 the Gemma Frisius Fund II was established. Continuing the work of its predecessor Gemma Frisius Fund I, this is a venture",27,,5,Active,1997-01-01,year,https://lrd.kuleuven.be/en/spinoff/gemma-frisius-fund,https://www.linkedin.com/company/ku_leuven,,,,,,"Early Stage Venture, Seed",,,Private,"24,498"
Motive Ventures,https://www.crunchbase.com/organization/embedded-capital,Venture Capital,34,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Motive Ventures is the early-stage investment arm of Motive Partners,25,,16,Active,2022-01-01,day,https://www.motivepartners.com,https://www.linkedin.com/company/motiveventures/,"Financial Services, FinTech",Financial Services,2,"Michael Hock, Ramin Niroumand",11-50,"Early Stage Venture, Seed",,Was Acquired,Private,486
Lunar Ventures,https://www.crunchbase.com/organization/lunar-ventures,Venture Capital,34,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Lunar Ventures is a deep-tech, seed-stage venture fund with a team of 3 deep-tech expert partners in Berlin.",24,,12,Active,2017-01-01,year,http://lunarventures.eu/,https://www.linkedin.com/company/lunar-ventures,"Artificial Intelligence (AI), Cloud Computing, Computer Vision, Cyber Security, Finance, Financial Services, Information and Communications Technology (ICT), Machine Learning, Simulation, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Information Technology, Internet Services, Lending and Investments, Privacy and Security, Science and Engineering, Software",3,"Elad Verbin, Luis Shemtov, Mick Halsband",11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,884
AFI Ventures,https://www.crunchbase.com/organization/afi-ventures,Venture Capital,34,2,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",AFI Ventures is a pre-seed & seed stage venture fund backing impact-driven companies,32,,5,Active,2020-11-16,day,https://allianceforimpact.com/,https://www.linkedin.com/company/afi-ventures/,"Finance, Financial Services, Impact Investing, Social Impact, Venture Capital","Financial Services, Lending and Investments, Other, Social Impact",2,"Audrey Soussan, Charles Fourault",1-10,"Early Stage Venture, Seed, Venture",,,Private,"6,132"
NoLimit Holdings,https://www.crunchbase.com/organization/nolimit-holdings,Venture Capital,34,,"Grand Cayman, Midland, Cayman Islands",,NoLimit Holdings is an investment partnership that focuses on global crypto assets.,31,,6,Active,2022-01-01,year,https://www.nolimitholdings.xyz/#,https://www.linkedin.com/company/no-limit-holdings-cvp/,,,,,1-10,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private,"13,681"
Droia Ventures,https://www.crunchbase.com/organization/droia,Venture Capital,33,2,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)","Droia is a specialist investor, exclusively focused on the development of oncology and genetic disease therapies.",22,2,11,Active,2011-01-01,year,http://droiaventures.com,https://www.linkedin.com/company/droia,"Alternative Medicine, Biotechnology, Finance, Therapeutics","Biotechnology, Financial Services, Health Care, Science and Engineering",2,"Bart Van Hooland, Luc Verelst",11-50,Early Stage Venture,,,Private,"8,512"
Amino Collective,https://www.crunchbase.com/organization/amino-collective,Venture Capital,33,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Amino Collective is an early stage venture capital firm investing in health and bio to help life-changing ideas come to life.,25,,,Active,2020-01-01,year,https://www.aminocollective.com,https://www.linkedin.com/company/amino-collective,"Biotechnology, Health Care, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",1,Manuel Grossmann,1-10,"Early Stage Venture, Seed",,,Private,"19,554"
Pleiade Venture,https://www.crunchbase.com/organization/pleiade-venture-2,Venture Capital,33,8,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Pleiade Venture develop innovative company with the support of successful entrepreneurs.,31,3,4,Active,1999-01-01,year,http://pleiadeventure.com,https://www.linkedin.com/company/pleiade-venture/about/,"Angel Investment, Finance, Financial Services","Financial Services, Lending and Investments",1,Jean-Michel Renck,11-50,"Early Stage Venture, Seed, Venture",,,Private,"28,189"
Sambrinvest,https://www.crunchbase.com/organization/sambr-invest,Venture Capital,33,3,"Gosselies, Hainaut, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Sambrinvest is an active venture capital player in the region of Charleroi - Thuin.,28,,4,Active,1985-01-09,day,http://www.sambrinvest.be/,https://www.linkedin.com/company-beta/17940318/,Finance,Financial Services,1,Olivier Mertens,11-50,Early Stage Venture,,,Private,"35,934"
Startupbootcamp Amsterdam,https://www.crunchbase.com/organization/startupbootcamp-amsterdam,"Accelerator, Private Equity Firm, Venture Capital",32,7,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","This program focuses on intensive mentoring from industry leaders across Europe, propelling tech startups into higher levels of growth.",31,,1,Active,2010-01-01,year,https://www.startupbootcamp.org/accelerator/commerce-amsterdam/,https://in.linkedin.com/company/startupbootcamp-amsterdam/,"Communications Infrastructure, Incubators, Innovation Management","Financial Services, Hardware, Lending and Investments, Professional Services",2,"Patrick Zeeuw, Ruud Hendriks",101-250,,,,Private,"36,726"
Virtual Network,https://www.crunchbase.com/organization/virtual-network-sa,"Incubator, Private Equity Firm, Venture Capital",31,10,"Geneva, Geneve, Switzerland","Europe, Middle East, and Africa (EMEA)",Virtual Network is a private company investing in digital assets & founders since 1997.,30,1,4,Active,1997-01-01,year,https://www.virtual-network.com/,https://www.linkedin.com/company/virtual-network-sa/?originalSubdomain=in,"B2B, Cryptocurrency, FinTech, Food and Beverage, Internet, SaaS, Web3","Blockchain and Cryptocurrency, Financial Services, Food and Beverage, Internet Services, Other, Payments, Software",1,Stephane Pictet,1-10,"Convertible Note, Early Stage Venture, Secondary Market, Seed",,,Private,"29,116"
Quest for Growth,https://www.crunchbase.com/organization/quest-for-growth,Venture Capital,31,14,"Leuven, Vlaams-Brabant, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","Quest for Growth (QGPLF) is an Internet company located in 19 Lei, Leuven, Flanders, Belgium.",26,3,1,Active,1999-01-20,day,http://www.questforgrowth.com,https://www.linkedin.com/company/quest-for-growth-qgplf-/about/,Internet,Internet Services,,,1-10,"Early Stage Venture, Late Stage Venture",For Profit,,Public,"117,532"
Revent,https://www.crunchbase.com/organization/revent-capital,Venture Capital,30,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Revent is an early-stage tech fund backing mission-driven founders addressing the biggest challenges of our time.,22,,8,Active,2020-09-01,month,https://www.revent.vc/,https://www.linkedin.com/company/revent-vc,"EdTech, Education, Financial Services, FinTech, Government, Health Care","Education, Financial Services, Government and Military, Health Care, Software",2,"Lauren Lentz, Otto Birnbaum",1-10,"Early Stage Venture, Seed",,,Private,984
Innovation Fund,https://www.crunchbase.com/organization/innovation-fund-2,Venture Capital,30,5,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture capital with a focus on chemistry and chemicals industry,24,,8,Active,2015-02-10,day,http://www.innovationfund.eu,https://www.linkedin.com/company/innovationfund,"Advanced Materials, Chemical, CleanTech, Cosmetics, Nanotechnology, Plastics and Rubber Manufacturing, Recycling","Consumer Goods, Manufacturing, Science and Engineering, Sustainability",1,François Cornelis,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"23,477"
Primal Capital,https://www.crunchbase.com/organization/primal-capital-48b8,Venture Capital,30,,"Abu Dhabi, Abu Dhabi, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",A global Web3 fund manager backing culture shifting ideas and innovations.,29,,2,Active,2021-02-01,month,https://www.primalcapital.io,https://www.linkedin.com/company/primal-capital-management/,"Asset Management, Blockchain, Cryptocurrency","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",3,"Bartholomew Meyer, David Wills, Trent Barnes",1-10,"Early Stage Venture, Private Equity, Seed",,,Private,"23,717"
Asimov Ventures,https://www.crunchbase.com/organization/asimov-ventures,Venture Capital,30,4,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Asimov Ventures is an early-stage venture capital firm who invests in their areas of expertise: 3D Printing and Robotics.,24,,2,Active,2015-01-01,year,http://asimovventures.com/,https://www.linkedin.com/company/asimov-ventures,"3D Printing, Robotics","Hardware, Manufacturing, Science and Engineering, Software",1,Tyler Benster,1-10,Early Stage Venture,,,Private,"26,229"
Seed Capital Bizkaia,https://www.crunchbase.com/organization/seed-capital-de-bizkaia,Venture Capital,30,,"Bilbao, Pais Vasco, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Seed Capital de Bizkaia aims to promote and develop new or existing companies that seeks to develop socially innovative projects.,27,,9,Active,1989-01-01,year,http://www.seedcapitalbizkaia.com,https://www.linkedin.com/company/seed-capital-bizkaia,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,Seed,,,Private,"34,328"
Exceptional Ventures,https://www.crunchbase.com/organization/exceptional-ventures,Venture Capital,29,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Exceptional Ventures is an early-stage venture capital firm that invests in entrepreneurs and businesses that improve people's lives.,26,,3,Active,2022-01-01,month,https://exceptional.ventures/,https://www.linkedin.com/company/exceptional-ventures,"Food and Beverage, Health Care, Venture Capital","Financial Services, Food and Beverage, Health Care, Lending and Investments",2,"Matt Cooper, Paolo Pio",11-50,"Early Stage Venture, Seed",,,Private,"3,162"
Tioga Capital Partners,https://www.crunchbase.com/organization/tioga-capital-partners,Venture Capital,28,1,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Tioga Capital Partners is a European crypto venture capital firm.,27,,15,Active,2019-01-01,year,https://tioga.capital/,https://www.linkedin.com/company/tioga-capital/,"Blockchain, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",1,Nicolas Priem,11-50,"Early Stage Venture, Seed, Venture",,,Private,"4,706"
SuperSeed Ventures,https://www.crunchbase.com/organization/superseed,Venture Capital,28,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",SuperSeed invests in seed stage B2B SaaS/AI companies and help them reach their first £1m in revenue,21,,17,Active,2018-02-01,day,https://www.superseed.com,https://www.linkedin.com/company/superseed-vc/,"Artificial Intelligence (AI), B2B, SaaS","Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",2,"Dan Bowyer, Mads Jensen",1-10,"Early Stage Venture, Seed",,,Private,"13,346"
