Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Lead Investments,Number of Portfolio Organizations,Number of Exits (IPO),Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industry Groups,Industries,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status
Mey Capital Matrix,https://www.crunchbase.com/organization/mey-capital-matrix,Venture Capital,7,,"München, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",The MEY Capital Matrix GmbH is a company which helps to reduce healthcare cost and provides personalized medicines.,4,5,,Active,2010-01-01,year,http://www.meycapital.com,https://www.linkedin.com/company/mey-capital-matrix-gmbh/,Health Care,Precision Medicine,,,1-10,"Early Stage Venture, Seed",,,Private
Be8 Ventures,https://www.crunchbase.com/organization/be8-ventures,Venture Capital,7,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Be8 is a growth stage venture capital fund focusing on food & beverage chain (Innovative Food, E-Grocery, Retail & Gastro Tech, Packaging).",,5,,Active,2020-01-01,year,https://www.be8.vc,https://www.linkedin.com/company/be8-ventures,"Financial Services, Lending and Investments","Financial Services, Venture Capital",1,Stefan Peters,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private
NBank Capital,https://www.crunchbase.com/organization/nbank-capital,Venture Capital,7,,"Hanover, Niedersachsen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","NBank Capital invests in young, innovative companies in the seed and startup phase, N investments in SMEs.",4,7,,Active,,,https://www.nbank-capital.de/,https://www.linkedin.com/showcase/nbank-capital/,,,,,11-50,"Early Stage Venture, Seed",,,Private
CryptoViet Ventures,https://www.crunchbase.com/organization/cryptoviet-ventures,"Incubator, Venture Capital",7,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",CryptoViet Ventures is an investment branch of CryptoViet Info. We focus on incubating and investing in projects specializing in blockchain.,,7,,Active,2019-01-16,day,https://cryptoviet.ventures/,https://www.linkedin.com/company/cryptoviet-ventures/,,,3,"Jack Huynh, Jimmy Nguyen, Richard Dao",11-50,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private
ES KAPITAL,https://www.crunchbase.com/organization/es-kapital,Venture Capital,7,,"Esslingen, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Kapitalbeteiligungsgesellschaft der Kreissparkasse Esslingen-Nürtingen mbH,,5,,Active,1848-01-01,year,https://www.ksk-es.de,https://www.linkedin.com/company/kreissparkasse-esslingen-nürtingen,,,,,1001-5000,,For Profit,,Private
A Round Capital,https://www.crunchbase.com/organization/a-round-capital-d06f,Venture Capital,7,,"Grünwald, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",A Round Capital is a venture capital firm that seeks to make early-stage investments.,,5,,Active,,,,,,,,,1-10,"Early Stage Venture, Seed",,,Private
DSA Invest,https://www.crunchbase.com/organization/dsa-invest,Venture Capital,7,1,"Aachen, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",DSA Invest is deals with promoting and financing companies in the start-up phase and consolidates.,,4,,Active,1980-01-01,year,,,,,,,501-1000,,,,Private
Hessen Kapital,https://www.crunchbase.com/organization/hessen-kapital,Venture Capital,7,,"Wiesbaden, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Public investment management company - institutional investor,1,7,,Active,,,https://www.hessen-kapital.de/,,,,,,11-50,"Early Stage Venture, Seed",,,Private
ANJ Ventures,https://www.crunchbase.com/organization/anj-ventures,"Accelerator, Incubator, Venture Capital",7,,,,"ANJ Ventures focuses on incubation investments, seed investments, and young talent and entrepreneur mentorship and coaching. Global focus.",1,7,,Active,2020-02-01,day,http://anj-ventures.com,,,,1,Dr. Alexander N. Jablovski,1-10,"Crowdfunding, Early Stage Venture, Seed",,,Private
Endemic Capital,https://www.crunchbase.com/organization/endemic-capital,Venture Capital,7,2,"Russia, Ohio, United States","Great Lakes, Midwestern US",Endemic Capital is a fund that does early-stage investments to Russian startups and companies.,1,6,1,Active,2013-01-01,year,http://endemic-capital.com/,,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,11-50,Early Stage Venture,,,Private
Volksbank Albstadt ChancenKapital,https://www.crunchbase.com/organization/volksbank-albstadt-chancenkapital-gmbh,Venture Capital,7,,"Albstadt, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Volksbank Albstadt ChancenKapital GmbH,,4,,Active,,,,,,,,,,,,,Private
S-Kap Unternehmensbeteiligungs,https://www.crunchbase.com/organization/s-kap-unternehmensbeteiligungs,"Private Equity Firm, Venture Capital",7,2,"Pforzheim, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",S-Cape Beteiligungsgesellschaft is a private equity firm offering financing to startups and entrepreneurs seeking an investment.,,5,,Active,2000-01-01,year,http://www.s-kap.de,,Financial Services,Financial Services,,,1-10,"Seed, Venture",,,Private
Rainmaking,https://www.crunchbase.com/organization/rainmaking,"Accelerator, Incubator, Venture Capital",7,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Rainmaking is a corporate innovation and venture development firm.,3,7,,Active,2006-01-01,year,https://rainmaking.io/,http://www.linkedin.com/company/rainmaking,"Financial Services, Internet Services, Lending and Investments, Software","Banking, Financial Services, Incubators, Internet, Software, Venture Capital",3,"Jordan Schlipf, Kasper Vardrup, Morten Kristensen",251-500,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private
NWZ Digital,https://www.crunchbase.com/organization/nwz-digital,Venture Capital,7,1,"Oldenburg, Mecklenburg-Vorpommern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",NWZ Digital is a private equity and venture capital.,5,7,,Active,2007-01-01,year,https://nwz-digital.de/,,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,11-50,Venture,,,Private
Russmedia Equity Partners,https://www.crunchbase.com/organization/russmedia,"Private Equity Firm, Venture Capital",7,4,"Schan, Schaan, Liechtenstein","Europe, Middle East, and Africa (EMEA)","Russmedia Equity Partners is an investor in and operator of marketplaces, aggregators and SaaS solutions across Europe",2,5,,Active,2017-01-01,year,https://www.russmediaequitypartners.com,https://www.linkedin.com/company/russmedia-equity-partners/,"Commerce and Shopping, Content and Publishing, Media and Entertainment, Software","Marketplace, News, SaaS, Software",1,Aleksandra Banovic,501-1000,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,Made Acquisitions,Private
Berlin Angel Fund,https://www.crunchbase.com/organization/berlin-angel-fund,"Angel Group, Venture Capital",7,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Berlin Angel Fund is a brand of BACB the venture capital partner of Business Angels Club Berlin-Brandenburg e.V. (BACB).,2,7,,Active,2018-01-01,year,https://www.berlinangelfund.vc,https://www.linkedin.com/company/berlin-angel-fund,,,,,1-10,"Early Stage Venture, Seed",,,Private
Archimedes New Ventures,https://www.crunchbase.com/organization/archimedes-new-ventures,Corporate Venture Capital,7,,"Bielefeld, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Archimedes New Ventures is a (C)VC investment firm focused on European early stage startups,,6,,Active,2019-10-01,month,https://archimedesnewventures.de/,https://www.linkedin.com/company/archimedes-new-ventures,"Hardware, Manufacturing, Science and Engineering, Software","Manufacturing, Robotics, SaaS, Software",,,1-10,"Early Stage Venture, Seed",,,Private
Alpine Space Ventures,https://www.crunchbase.com/organization/alpine-space-ventures,Venture Capital,6,,"München, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Alpine Space Ventures is the rapidly growing space industry.,4,5,,Active,,,https://www.alpinespace.vc/,https://www.linkedin.com/company/alpine-space-ventures/,"Financial Services, Lending and Investments",Venture Capital,,,1-10,Early Stage Venture,,,Private
Novaterra,https://www.crunchbase.com/organization/startupgym-studio,Venture Capital,6,,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Novaterra is an investment fund investing in companies aiming to tackle the most pressing needs of our time.,1,5,,Active,2021-07-01,month,https://novaterra.io,https://www.linkedin.com/company/novaterra-fund/,,,4,"Enrico Pandian, Giuseppe Joe Balzano, Philip Jonitz, Tarek Fahmy",11-50,"Early Stage Venture, Seed",,,Private
Skymind Global,https://www.crunchbase.com/organization/skymind-global,"Corporate Venture Capital, Incubator, Private Equity Firm, Venture Debt",6,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Skymind Global is a software company that provides web apps, artificial intelligence infrastructure, machine learning, and IT solutions.",6,6,,Active,2020-01-01,year,https://www.skymind.global/,https://www.linkedin.com/company/skymindglobal/,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, Information Technology, IT Infrastructure, Machine Learning, Software",2,"Shawn Tan, Shu Wei Goh",101-250,"Early Stage Venture, Non Equity Assistance, Private Equity, Seed",For Profit,,Private
OBSS Ventures,https://www.crunchbase.com/organization/obss-ventures,"Corporate Venture Capital, Venture Capital",6,,"Pendik, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","OBSS Ventures empowers early-stage startups with investment and hands-on tech expertise, offering a unique tech-for-equity model to scale.",2,3,,Active,2023-02-01,month,https://obss.ventures,https://www.linkedin.com/company/obss-ventures,,,,,1-10,"Early Stage Venture, Seed",,,Private
Natural Ventures,https://www.crunchbase.com/organization/natural-ventures-a3d5,Venture Capital,6,,"Abu Dhabi, Abu Dhabi, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",Natural Ventures will contribute to accelerating the change to a more sustainable and cost-effective supply of clean water.,,5,,Active,2021-01-01,year,https://natural.ventures/,https://www.linkedin.com/company/naturalventures/?originalSubdomain=nl,,,,,1-10,Early Stage Venture,,,Private
Vektor Partners,https://www.crunchbase.com/organization/vektor-partners,Venture Capital,6,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Vektor Partners is a venture capital firm that expertises in transportation, climate-tech, logistics and supply-chain tech.",4,5,1,Active,2020-01-01,year,http://www.vektorpartners.com,http://www.linkedin.com/company/vektor-partners-vc/,"Financial Services, Lending and Investments",Venture Capital,2,"Christopher Riley, Sebastian Bihari",1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",,,Private
New Renaissance Ventures,https://www.crunchbase.com/organization/new-renaissance-ventures,"Micro VC, Venture Capital",6,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",New Renaissance Ventures is the first dedicated tech fund for the Cultural and Creative Industries.,,6,,Active,2023-10-01,month,https://www.nr.ventures/,https://www.linkedin.com/company/new-renaissance-ventures/,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",1,Severin Zugmayer,1-10,Seed,,,Private
Lufthansa Innovation Hub,https://www.crunchbase.com/organization/lufthansa-innovation-hub,Corporate Venture Capital,6,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Innovation Hub of Lufthansa Group,,4,,Active,2014-07-01,month,https://lh-innovationhub.de,https://www.linkedin.com/company/lufthansa-innovation-hub/,,,1,Sebastian Herzog,11-50,,,,Private
Atlantis Ventures,https://www.crunchbase.com/organization/atlantis-ventures,Venture Capital,6,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Atlantis Ventures invests in early stage startups.,,6,,Active,2021-01-01,year,https://www.atlantis-ventures.com/,https://www.linkedin.com/company/atlantis-ventures-gmbh,,,1,Finn Wentzler,1-10,"Debt, Early Stage Venture, Private Equity, Secondary Market, Seed, Venture",,,Private
Coalition Capital,https://www.crunchbase.com/organization/coalition-capital-9920,Venture Capital,6,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Fueling the Future of Finance, Commerce and Work",1,4,,Active,2022-01-01,year,https://www.coalition.vc/,https://www.linkedin.com/company/coalitioncapital/,,,,,1-10,"Early Stage Venture, Seed",,,Private
Twip Impact Ventures,https://www.crunchbase.com/organization/twip,Corporate Venture Capital,6,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","We empower early stage tech startups with software development, IT advisory and growth support. For a better tomorrow.",,6,,Active,2021-11-10,day,https://twip.de/,https://www.linkedin.com/company/twip-ventures,"Health Care, Software, Sustainability","CleanTech, Health Care, Software",,,1-10,"Early Stage Venture, Seed",,,Private
Symbia VC,https://www.crunchbase.com/organization/symbia-vc,"Corporate Venture Capital, Venture Capital",6,,"Innsbruck, Tirol, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Symbia VC is an energetic venture capital firm that serves as a sparring partner for innovative entrepreneurs and businesses.,,5,,Active,2021-01-01,year,https://www.symbia-vc.com/,https://www.linkedin.com/company/symbiavc/,,,,,1-10,Venture,,,Private
SQ Capital,https://www.crunchbase.com/organization/sq-capital,"Hedge Fund, Private Equity Firm, Venture Capital",6,,"Zagreb, Grad Zagreb, Croatia","European Union (EU), Europe, Middle East, and Africa (EMEA)",SQ Capital is an investment and fund management firm that assists investors and funds of every kind.,2,6,,Active,2017-01-01,year,https://sqc.hr,https://www.linkedin.com/company/sq-capital-d-o-o,"Financial Services, Lending and Investments","Financial Services, Impact Investing, Personal Finance",,,1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture",,,Private
vent.io,https://www.crunchbase.com/organization/vent-io,Venture Capital,6,,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","vent.io GmbH develops, researches and invests in digital solutions for customers of the Deutsche Leasing Group.",1,5,,Active,2021-01-21,day,https://www.vent.io/,https://www.linkedin.com/company/vent-io/,,,,,11-50,"Early Stage Venture, Seed",For Profit,,Private
G-FUND,https://www.crunchbase.com/organization/generations-fund,Venture Capital,6,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Early-stage consumer technology VC,1,6,,Active,2021-09-01,month,https://gfund.vc/,https://www.linkedin.com/company/generations-fund,,,3,"Carl-Philipp von Polheim, Konstantin Urban, Sebastian Wahl",1-10,"Early Stage Venture, Seed",,,Private
Early Impact Ventures,https://www.crunchbase.com/organization/early-impact-ventures,Venture Capital,6,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Early Impact Ventures invests in extraordinary entrepreneurs tackling massive market opportunities with mission-driven companies.,,6,,Active,2016-01-01,year,,https://www.linkedin.com/company/early-impact-ventures/,,,2,"Andrew Trader, Jon Soberg",1-10,"Early Stage Venture, Seed",,,Private
Inclimo Climate Tech Fund,https://www.crunchbase.com/organization/inclimo-climate-tech-fund,Venture Capital,6,,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",We invest in exceptional teams who create systemic change through technology for a more sustainable world,,6,,Active,2023-05-23,day,https://inclimo.com/,https://www.linkedin.com/company/inclimo,,,2,"Fernando Casado Cañeque, Gerard Olive",1-10,Early Stage Venture,,,Private
Santander InnoEnergy Fund,https://www.crunchbase.com/organization/santander-climate-tech-fund,Venture Capital,6,,,,Santander InnoEnergy Fund is a venture capital fund managed by Santander Asset Management and EIT InnoEnergy.,1,5,,Active,,,,,,,,,,Seed,,,Private
SFO,https://www.crunchbase.com/organization/sfo-c16e,"Family Investment Office, Venture Capital",6,,"Weingarten, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",SFO is a partnership of entrepreneurs from the start-up environment and medium-sized companies,1,5,,Active,2021-01-01,year,https://www.sfo.vc/,,"Health Care, Information Technology, Manufacturing, Software","Health Care, Industrial, Information Technology, Manufacturing, Software",,,1-10,"Early Stage Venture, Seed, Venture",,,Private
Sustainable Impact Capital & Holding,https://www.crunchbase.com/organization/sustainable-impact-capital-96c3,Corporate Venture Capital,6,,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","#Impact Capital with portfolio support, investing in social entrepreneurs committing to #UN #SDGs",2,5,,Active,2020-11-10,day,https://sustainableimpactvc.com,https://www.linkedin.com/company/si-vch,,,,,11-50,"Convertible Note, Early Stage Venture, Grant, Seed",,,Private
Findus Venture,https://www.crunchbase.com/organization/findus-venture,Venture Capital,6,,"Goldworth, Oberosterreich, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Findus invests in DeepTech companies with sustainable business models that are to be used for the benefit of mankind.,3,4,,Active,,,https://findus-venture.com/,,"Internet Services, Transportation","Internet of Things, Space Travel, Transportation",,,1-10,"Early Stage Venture, Seed",,,Private
Wessel Management,https://www.crunchbase.com/organization/wessel-management,Venture Capital,6,2,"München, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Wessel Management is the vehicle for venture capital and other investments made by the family of Rolf Christof Dienst.,1,5,,Active,1991-01-01,year,https://wesselmanagement.de,https://in.linkedin.com/company/wessel-management,"Financial Services, Lending and Investments","Crowdfunding, Finance, Financial Services, Venture Capital",,,1-10,"Early Stage Venture, Seed",,,Private
Catalpa Ventures Family Office,https://www.crunchbase.com/organization/catalpa-ventures,Venture Capital,6,1,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Catalpa Ventures is a family office investing in digital business models w/ focus on Innovative Healthcare,2,5,,Active,2017-01-01,year,http://www.catalpa-ventures.com,,"Health Care, Mobile","Health Care, mHealth, Personal Health",1,Dr. Thomas Goergen,,,,,Private
Zwei.7,https://www.crunchbase.com/organization/zwei-7,"Family Investment Office, Private Equity Firm, Venture Capital",6,,"Osnabrück, Niedersachsen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Zwei.7 is a family office and investment company that acquires interests in medium-sized enterprises.,3,5,,Active,,,https://www.zweipunkt7.com,https://www.linkedin.com/company/zwei-7-holding-gmbh/,,,1,Karsten Wulf,1-10,"Early Stage Venture, Seed",,,Private
Rendered VC,https://www.crunchbase.com/organization/rendered-vc,Venture Capital,6,,"Denver, Colorado, United States","Greater Denver Area, Western US",Rendered VC is a multi-stage fund helping companies solve the toughest problems facing the future of 3D.,1,6,,Active,,,https://www.rendered.vc/,https://www.linkedin.com/company/rendered-vc/about/,"Hardware, Media and Entertainment, Software","3D Technology, Augmented Reality, Media and Entertainment, Virtual Reality",,,1-10,Early Stage Venture,,,Private
SEK Ventures,https://www.crunchbase.com/organization/sek-ventures,Venture Capital,6,1,"Starnberg, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",SEK Ventures is a venture capital firm that invests in businesses in technology and healthcare.,,6,,Active,,,,,,,,,,Seed,,,Private
Willendorff Technologies,https://www.crunchbase.com/organization/willendorff-technologies-gmbh,"Angel Group, Family Investment Office, Venture Capital",6,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Willendorff provides seed-stage funding to B2B-Technology companies that have the potential to transform their industry.,6,6,,Active,2012-01-01,year,http://www.willendorff.com,https://www.linkedin.com/company/willendorff-technologies-gmbh,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",2,"Philipp Kraft, Yorck von Obernitz",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private
Surplus Invest,https://www.crunchbase.com/organization/surplus-invest-gmbh,Venture Capital,6,1,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Surplus Invest is a venture capital firm with a focus on PropTech investments in Europe.,1,4,,Active,2016-01-01,year,http://surplusinvest.vc/,https://www.linkedin.com/company/surplus-invest-gmbh,"Financial Services, Lending and Investments, Real Estate","Financial Services, PropTech, Venture Capital",2,"Jannis Roser, Reiner Braun",1-10,"Early Stage Venture, Seed",,,Private
M-VC Europe Ltd.,https://www.crunchbase.com/organization/m-vc-europe-ltd,Venture Capital,6,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",VC boutique with mobile first focus.,6,6,,Active,2015-08-10,day,http://m-vc.eu,,,,,,1-10,,For Profit,,Private
Square One Foods,https://www.crunchbase.com/organization/square-one-foods,Venture Capital,6,,"Linz, Oberosterreich, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Strategic Partner for Food and Beverage startups,1,5,,Active,2018-01-01,year,https://www.squareonefoods.com/,https://www.linkedin.com/company/squareonefoods/,,,,,1-10,"Early Stage Venture, Seed",,,Private
COREangels Climate,https://www.crunchbase.com/organization/coreangels-climate,"Angel Group, Venture Capital",6,,"Roma, Lazio, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",COREangels Climate is an angel fund that co-invests with top VCs in Southern European start-ups fighting climate change.,1,6,,Active,2023-03-01,month,https://coreangels.com/angel-groups/climate,https://www.linkedin.com/company/coreangels-climate/,"Energy, Sustainability, Transportation","Battery, Clean Energy, Electric Vehicle, Energy, GreenTech, Renewable Energy",1,Federico Giannetti,11-50,"Early Stage Venture, Seed",,,Private
BNV Partners,https://www.crunchbase.com/organization/bnv-partners,Venture Capital,6,1,,,BNV Partners is a venture capital firm.,,6,,Active,,,https://www.bnvpartners.com,https://www.linkedin.com/company/bnv-partners,,,2,"Brian C. Bednar, Jeff Glavan",1-10,"Early Stage Venture, Seed",,,Private
BPO Capital,https://www.crunchbase.com/organization/bpo-capital,Venture Capital,6,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",BPO Capital is support ideas with digital potential and ethical demands.,1,5,,Active,2014-01-01,year,http://bpo.vc/,,"Financial Services, Lending and Investments, Media and Entertainment, Professional Services","Advice, Consulting, Finance, Financial Services, Venture Capital",,,11-50,,,,Private
Start-up BW Innovation Fonds,https://www.crunchbase.com/organization/start-up-bw-innovation-fonds,Venture Capital,6,,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",The start-up BW Innovation Fund offers venture capital for innovative,,6,,Active,,,https://www.startupbw.de/,https://www.linkedin.com/company/start-up-bw/,,,,,1-10,"Early Stage Venture, Seed",,,Private
B Holding,https://www.crunchbase.com/organization/b-holding,Venture Capital,6,,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",B Holding is an investment vehicle for innovation in Italy.,2,6,,Active,2020-01-01,year,https://bholding.org/,https://www.linkedin.com/company/b-holding/,Financial Services,Financial Services,1,Fabio Cannavale,1-10,"Early Stage Venture, Seed",,,Private
HPI Seed Fund,https://www.crunchbase.com/organization/hpi-seed-fund,Venture Capital,6,,"Potsdam, Brandenburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HPI Seed Fund is an early stage investor for startups.,,6,,Active,,,https://hpiseed.de/,https://www.linkedin.com/company/hpi-seed/,"Financial Services, Lending and Investments",Funding Platform,,,1-10,"Early Stage Venture, Seed",,,Private
TGE Capital,https://www.crunchbase.com/organization/tge-capital,Venture Capital,6,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Global VC Firm Investing In The Web 3,1,6,,Active,2020-01-01,year,https://tgecapital.com,https://www.linkedin.com/company/tge-capital,,,2,"Ivan Miskovic, Jure Mornar",1-10,"Early Stage Venture, Initial Coin Offering, Seed",,,Private
JLR Star,https://www.crunchbase.com/organization/jlr-star,"Private Equity Firm, Venture Capital",6,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",JLR Star is a private investment company that makes seed or early-stage investments in promising businesses.,,4,,Active,2014-01-01,year,https://jlrstar.co.uk,https://www.linkedin.com/company/jlr-star-limited,,,,,1-10,"Early Stage Venture, Seed",,,Private
T0 Ventures,https://www.crunchbase.com/organization/t0-ventures,"Micro VC, Private Equity Firm, Venture Capital",6,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","T0 Ventures investment professionals, both private equity and venture capital.",,6,,Active,2021-01-01,year,https://www.t0ventures.com,,,,,,1-10,"Early Stage Venture, Private Equity, Seed",,,Private
Elephant & Castle Capital,https://www.crunchbase.com/organization/elephant-castle-capital,Venture Capital,6,1,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Elephant & Castle Capital work successfully with startups, entrepreneurs and visionaries.",6,6,,Active,2015-01-01,year,http://www.eac.vc/,https://www.linkedin.com/company/elephant-&-castle-capital/,"Financial Services, Lending and Investments",Venture Capital,,,1-10,Venture,,,Private
Allinvest,https://www.crunchbase.com/organization/allinvest-unternehmensbeteiligungs-gmbh,"Private Equity Firm, Venture Capital",6,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Allinvest Unternehmensbeteiligungs GmbH was founded to bundle the diverse corporate interests of the Gröller family.,3,6,,Active,2006-01-01,year,http://www.allinvest.at/,,,,,,11-50,Early Stage Venture,,,Private
Entrepreneurs Investment Fund,https://www.crunchbase.com/organization/entrepreneurs-investment-fund,"Micro VC, Venture Capital",6,3,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Entrepreneurs Investment Fund is a venture capital fund that specializes in seed stage companies.,,4,,Active,2012-01-01,year,,,"Financial Services, Lending and Investments",Venture Capital,,,,Seed,,,Private
MA Ventures,https://www.crunchbase.com/organization/ma-ventures,Venture Capital,6,1,"Schönbühl, Bern, Switzerland","Europe, Middle East, and Africa (EMEA)",Investments in the MA Universe.,3,5,,Active,2019-11-01,day,https://www.ma.ventures,https://www.linkedin.com/company/ma-ventures-gmaa/,,,1,Anton Gaumann,1-10,Early Stage Venture,,,Private
Baloise Strategic Ventures,https://www.crunchbase.com/organization/baloise-strategic-ventures,Venture Capital,6,,"Basel, Basel-Stadt, Switzerland","Europe, Middle East, and Africa (EMEA)",Baloise Strategic Ventures is a seed investor invests in UK and US based Startups.,3,6,,Active,,,,,,,,,,Seed,,,Private
PHW Group,https://www.crunchbase.com/organization/phw-group,Venture Capital,6,1,"Visbek, Niedersachsen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",PHW Group German company that produces and markets poultry specialties.,,6,,Active,1960-01-01,year,http://www.phw-gruppe.de,https://www.linkedin.com/company/bwe-brüterei-weser-ems-gmbh-&-co.-kg,"Agriculture and Farming, Food and Beverage","Agriculture, Farming, Food Processing",2,"Heinz Lohmann, Paul Wesjohann",10001+,Early Stage Venture,For Profit,,Private
GPS Ventures,https://www.crunchbase.com/organization/gps-ventures,Venture Capital,6,2,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",GPS Ventures is a seed investor venture capital.,1,6,,Active,2017-01-01,year,,https://www.linkedin.com/company/gps-ventures-gmbh/,,,,,1-10,"Early Stage Venture, Seed",,,Private
Affentranger Associates,https://www.crunchbase.com/organization/affentranger-associates,Venture Capital,6,2,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Affentranger Associates is a business platform focused on the theme of value creation with its core competency in hands-on management.,4,5,1,Active,2002-01-01,year,http://www.aasa.com,http://www.linkedin.com/company/affentranger-associates-sa,,,,,1001-5000,,,,Private
Freelands Ventures,https://www.crunchbase.com/organization/freelands-ventures,Venture Capital,6,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Freelands Ventures is an early stage venture fund investing at the intersection of media, technology and entertainment.",,6,,Closed,2014-01-01,year,http://freelandsventures.com,https://www.linkedin.com/company/freelands-ventures-ltd/,Financial Services,"Finance, Financial Services",1,Tom Wright,11-50,Early Stage Venture,,,Private
