Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
re.Mind Capital,https://www.crunchbase.com/organization/re-mind-capital,Venture Capital,17,2,"Sliema, NA - Malta, Malta","European Union (EU), Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)","re.Mind Capital is a venture capital fund founded by Christian Angermayer, together with partners Jan Hardorp and Max de Vere.",17,1,4,Active,2020-01-01,year,https://remind.vc,https://www.linkedin.com/company/remindvc/,,,,,1-10,"Early Stage Venture, Seed",,,Private,"22,754"
The Mills Fabrica,https://www.crunchbase.com/organization/the-mills-fabrica-fund,"Incubator, Venture Capital",17,1,"Tsuen Wan, New Territories, Hong Kong",Asia-Pacific (APAC),"The Mills Fabrica is an incubator, fund and space/lab/store dedicated towards promoting techstyle startups.",16,1,3,Active,2015-01-01,year,http://www.themillsfabrica.com/,https://www.linkedin.com/company/the-mills-fabrica/,"Business Development, Fashion, Financial Services, Venture Capital","Clothing and Apparel, Design, Financial Services, Lending and Investments, Professional Services",1,Vanessa Cheung,11-50,"Early Stage Venture, Seed",,,Private,"22,937"
Arcadia Funds,https://www.crunchbase.com/organization/arcadia-funds,Venture Capital,17,,"Burlington, Massachusetts, United States","Greater Boston Area, East Coast, New England",Arcadia Funds is a lender that specializes in lending and insurance-linked securities.,10,,9,Active,2007-01-01,year,http://arcadiafunds.com,https://www.linkedin.com/company/arcadia-funds-llc,"Financial Services, Insurance, Lending",Financial Services,1,Andrew Hallowell,11-50,,,,Private,"25,640"
Vesna Capital,https://www.crunchbase.com/organization/vesna-capital,Venture Capital,17,,"Kyiv, Kyyiv, Ukraine","Europe, Middle East, and Africa (EMEA)",Venture capital firm investing in early-stage scalable startups from CEE and Nordic regions,17,,3,Active,2022-03-01,month,https://vesna.capital,https://www.linkedin.com/company/vesna-capital,,,1,Andriy Fedoriv,1-10,"Early Stage Venture, Seed, Venture",,,Private,"25,595"
Inertia Ventures,https://www.crunchbase.com/organization/inertia-ventures,Venture Capital,17,1,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Inertia Ventures is an early-stage venture fund that supports entrepreneurs with intellectual, relational, and financial capital.",16,,4,Active,2020-01-01,year,https://www.inertia.vc/,https://www.linkedin.com/company/inertia-vc/,"Business Development, Finance, Financial Services","Financial Services, Professional Services",2,"Michael Loretz, Nish Patel",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Secondary Market, Seed, Venture",,,Private,"25,646"
Fc Centripetal,https://www.crunchbase.com/organization/centripetal-fc,"Accelerator, Angel Group, Entrepreneurship Program, Incubator, Micro VC, Venture Capital",17,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Accelerator platform focused on enterprise software,17,,,Active,2022-01-01,year,https://www.fcmv2r.com,https://www.linkedin.com/school/fccentripetal,"Artificial Intelligence (AI), Cloud Computing, Cloud Management, Cloud Security, Cyber Security, Enterprise, Enterprise Applications, Enterprise Software, Generative AI, IT Infrastructure","Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Other, Privacy and Security, Science and Engineering, Software",2,"Scott Alberi, Thomas DelVecchio",1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"25,969"
Signature Ventures,https://www.crunchbase.com/organization/signature-ventures,Venture Capital,17,,"Aying, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Early-stage Venture Capital fund investing in Blockchain, Distributed Ledger Technology and Web3 technology.",12,,4,Active,2019-01-01,year,https://signatureventures.com/,https://www.linkedin.com/company/signatureventures/,"Blockchain, FinTech, Open Source, Privacy, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Privacy and Security, Software",2,"Dr. Georg Stricker, Juliane Hahn",1-10,"Early Stage Venture, Seed, Venture",,,Private,"26,148"
Vulpes Investment Management Pte Ltd,https://www.crunchbase.com/organization/testudo-funds,"Hedge Fund, Venture Capital",17,5,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Vulpes Investment Management is an alternative investment manager,16,1,5,Active,2011-01-01,year,http://www.vulpesinvest.com/,https://www.linkedin.com/company/vulpes-investment-management/about/,,,2,"Field Pickering, Field Pickering",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"26,499"
Shio Capital,https://www.crunchbase.com/organization/shio-capital,"Private Equity Firm, Venture Capital",17,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Leveraging entrepreneurial and financial experience to identify opportunities in the Food, Beverage and Consumer Goods space.",16,,,Active,2018-01-01,year,http://shiocap.com/,https://www.linkedin.com/company/shio-capital/about/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Timo Meyer,1-10,"Private Equity, Seed, Venture",,,Private,"27,455"
Prototype Capital,https://www.crunchbase.com/organization/prototype-capital,"Micro VC, Venture Capital",17,3,"Pasadena, California, United States","Greater Los Angeles Area, West Coast, Western US",Prototype Capital is a distributed VC fund investing in obsessive founders building lasting businesses around revolutionary technologies.,16,,,Active,2015-09-01,day,http://prototype.capital,https://www.linkedin.com/company/prototype-capital,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Nandeet Mehta, Rajat Bhageria",11-50,"Early Stage Venture, Seed, Venture",,,Private,"28,052"
Endeavor8,https://www.crunchbase.com/organization/endeavor8,Venture Capital,17,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Endeavor8 is an early stage tech innovation impacting food value chain.,15,,2,Active,,,https://www.endeavor8.com/,https://www.linkedin.com/company/endeavor8/,"Agriculture, AgTech",Agriculture and Farming,1,Karl Kerksiek,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"28,854"
Acacia Venture Capital Partners,https://www.crunchbase.com/organization/acacia-venture-capital-partners,Venture Capital,17,,"Shanghai, Shanghai, China",Asia-Pacific (APAC),"Acacia Venture Capital Partners is a venture capital company that specializes in seed, start-up, and early stage investments.",15,,,Active,2020-04-28,day,https://acaciainvest.com/,https://www.linkedin.com/company/acacia-venture-capital-partners/?viewAsMember=true,"Financial Services, Information Technology, Mobile Apps","Apps, Financial Services, Information Technology, Mobile, Software",1,Edmond Hui,1-10,"Early Stage Venture, Seed",,,Private,"28,990"
D4 Ventures,https://www.crunchbase.com/organization/d4-ventures,Venture Capital,17,3,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",D4 Ventures is an investment vehicle.,13,,1,Active,2020-01-01,year,https://d4ventures.com/,https://www.linkedin.com/company/d4ventures,,,1,Hanzade Dogan,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"30,154"
VAS Ventures,https://www.crunchbase.com/organization/vas-ventures,Venture Capital,17,3,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","VAS Ventures is an early stage investment fund looking for companies in the mobility, mobile and SaaS space.",16,,2,Active,2017-01-01,year,https://vas.ventures/,https://www.linkedin.com/company/vas-ventures/,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",1,Martin Varsavsky,1-10,"Early Stage Venture, Seed",,,Private,"31,292"
Blissgrowth,https://www.crunchbase.com/organization/blissgrowth,Venture Capital,17,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Blissgrowth is to build the next generation of companies that focus on increasing human happiness at work and in life.,16,,1,Active,2021-01-01,year,https://www.blissgrowth.com/ ,https://www.linkedin.com/company/blissgrowth/ ,,,,,1-10,"Early Stage Venture, Seed",,,Private,"31,325"
Future Communities Capital,https://www.crunchbase.com/organization/future-communities-capital,Venture Capital,17,2,"Berkeley, California, United States","San Francisco Bay Area, West Coast, Western US",Future Communities Capital is a venture capital firm that invests in technology based companies,17,2,2,Active,2018-01-01,year,https://www.futurecommunities.vc,https://www.linkedin.com/company/future-communities,Venture Capital,"Financial Services, Lending and Investments",1,Rohit Gupta,1-10,"Early Stage Venture, Seed, Venture",,,Private,"31,346"
Avstar Capital,https://www.crunchbase.com/organization/avstar-capital,Venture Capital,17,,"Jakarta, Jakarta Raya, Indonesia","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Capital firm based in ASIA, We promote and develop potential Companies.",17,,1,Active,2016-01-01,year,http://avstarcapital.co/,,,,1,Kim Lee,11-50,"Early Stage Venture, Seed, Venture",,,Private,"33,542"
Synapse Partners,https://www.crunchbase.com/organization/synapsepartners,Venture Capital,17,5,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Synapse Partners invests in early-stage startups developing horizontal or vertical enterprise software AI applications.,13,,,Active,2015-01-01,year,http://synapsepartners.co/,https://www.linkedin.com/company-beta/7803903/,"Artificial Intelligence (AI), Automotive, Big Data, Enterprise Applications, Financial Services, Telecommunications, Transportation, Venture Capital","Apps, Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Lending and Investments, Science and Engineering, Software, Transportation",2,"Evangelos Simoudis, Matthew Chagan",1-10,Early Stage Venture,,,Private,"34,491"
Amalfi Capital,https://www.crunchbase.com/organization/amalfi-capital,"Private Equity Firm, Venture Capital",17,2,"Shanghai, Shanghai, China",Asia-Pacific (APAC),International Technology Investment Fund,17,,3,Active,2010-01-01,year,http://www.amalficapital.com,https://www.linkedin.com/company/amalfi-capital-management/,,,1,Paul Waide,1-10,Early Stage Venture,,,Private,"35,139"
Polar Light Ventures,https://www.crunchbase.com/organization/polar-light-ventures-ltd,"Micro VC, Venture Capital",17,2,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",Principal Investment Company focusing on early stage technology ventures.,14,1,,Active,2016-06-01,day,https://polarlightventures.com/,https://www.linkedin.com/company/polarlightventures,"Digital Media, Financial Services, Health Care","Financial Services, Health Care, Media and Entertainment",2,"Elena Buchen, Michael Buchen",1-10,"Early Stage Venture, Seed",,,Private,"35,558"
Gauss Ventures,https://www.crunchbase.com/organization/gauss-ventures,Venture Capital,17,1,"Grand Cayman, Midland, Cayman Islands",,Gauss Ventures is an early-stage venture capital firm.,12,,5,Active,2017-01-01,year,http://www.gauss.vc,https://www.linkedin.com/company/gauss_vc/,"Business Development, Finance, Financial Services","Financial Services, Professional Services",1,Daniel Gusev,1-10,Early Stage Venture,,,Private,"35,333"
Wavemaker Genesis,https://www.crunchbase.com/organization/wavemaker-genesis,Venture Capital,17,1,"Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",Wavemaker Genesis brings an early stage venture model to the crypto economy.,17,1,2,Active,2017-01-01,year,https://www.wavegp.com/,https://www.linkedin.com/company/wavemakergenesis/,Financial Services,Financial Services,1,David Siemer,11-50,"Early Stage Venture, Post-Ipo, Seed, Venture",,,Private,"36,035"
ZORA Ventures,https://www.crunchbase.com/organization/zora-ventures,Venture Capital,17,1,"Herzliya, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",ZORA Ventures backs Israel's leading scientists and founders designing deeptech B2B solutions to the world's most acute climate challenges.,14,,1,Active,2016-06-01,month,http://www.zora.vc,https://www.linkedin.com/company/zora/,,,1,Vanessa Bartram,1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"38,290"
HealthCap,https://www.crunchbase.com/organization/flying-doctors-healthcare-investment-company,Venture Capital,17,,"Lagos, Lagos, Nigeria","Europe, Middle East, and Africa (EMEA)",HealthCap is a healthcare and wellness sector venture fund investment firm that invests in early-stage fintech and healthtech.,17,,,Active,2019-01-01,year,http://fdinvestmentcompany.com/,https://www.linkedin.com/company/healthcapafrica/,,,1,Olamide Orekunrin,1-10,Early Stage Venture,,,Private,"39,602"
QantX,https://www.crunchbase.com/organization/qantx,Venture Capital,17,2,"Exeter, Devon, United Kingdom","Europe, Middle East, and Africa (EMEA)",High impact innovation investment,12,,4,Active,2021-01-01,day,https://www.qantx.co.uk,,,,,,1-10,"Early Stage Venture, Grant, Seed",,,Private,"40,680"
Acceleris Capital,https://www.crunchbase.com/organization/acceleris-capital,Venture Capital,17,6,"Manchester, Manchester, United Kingdom","Europe, Middle East, and Africa (EMEA)",Acceleris Capital provides corporate finance advice and raises funds for early and development stage businesses.,13,2,3,Active,2000-01-01,year,http://acceleris.com/,https://www.linkedin.com/company/acceleris-limited,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Norman Molyneux,11-50,"Early Stage Venture, Seed",,Made Acquisitions,Private,"42,318"
Hanfield Venture Partners,https://www.crunchbase.com/organization/hanfield-venture-partners,"Angel Group, Venture Capital",17,1,"Northport, New York, United States","Greater New York Area, East Coast, Northeastern US",Investing in People who are Investing in the Planet,17,1,,Active,2006-08-01,day,http://www.hanfieldventures.com,https://www.linkedin.com/company/hanfield,,,1,Mike Hanley,1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",,,Private,"48,566"
Nothing Research,https://www.crunchbase.com/organization/nothing-research,Venture Capital,17,,"Shanghai, Shanghai, China",Asia-Pacific (APAC),Multi-Strategy Venture investing open finance initiatives,17,,,Active,2021-01-26,day,https://www.nothing-research.com/,https://www.linkedin.com/company/nothing-research,"Venture Capital, Virtual Currency","Financial Services, Lending and Investments, Payments, Software",1,Bonna Zhu,1-10,Venture,,,Private,"61,260"
Zone2boost,https://www.crunchbase.com/organization/zone2boost,"Accelerator, Corporate Venture Capital",17,2,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Zone2boost is an open innovation program.,16,,,Active,2019-01-01,year,https://www.zone2boost.com,https://www.linkedin.com/company/zone2boost/about/,,,,,1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"62,528"
Extra Watts,https://www.crunchbase.com/organization/extra-watts-f7ee,Venture Capital,17,1,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","We strive to contribute a few extra watts to the secure, immutable, and decentralized internet. Adoption. Now",16,,1,Active,2017-08-15,day,https://extrawatts.co/#home,https://www.linkedin.com/company/extrawatts/,"Bitcoin, Blockchain, Cryptocurrency, Incubators, Software, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",2,"Ali Ömer Horzum, Alpago Turan",51-100,"Early Stage Venture, Initial Coin Offering, Private Equity, Seed, Venture",,,Private,"63,364"
Embed Capital,https://www.crunchbase.com/organization/embed-capital,Venture Capital,17,2,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Embed Capital assists entrepreneurs during the key initial development phases of their startup.,17,,3,Closed,2013-01-01,month,http://www.embedcapital.com/,https://www.linkedin.com/company/10226381,"Biotechnology, Life Science, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",1,Edoardo Bosio,1-10,Seed,,,Private,"67,205"
Amplifier,https://www.crunchbase.com/organization/amplifier-36cb,Venture Capital,17,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Early-stage venture capital fund investing in industrial, and logistics technologies for supply chain resilience.",11,,1,Active,2019-01-01,year,http://www.amplifierlab.io,https://www.linkedin.com/company/amplifierlab,"Industrial, Logistics, Robotics, Transportation, Venture Capital","Financial Services, Hardware, Lending and Investments, Manufacturing, Science and Engineering, Software, Transportation",2,"Christian Oldendorff, Henry Palmer",1-10,"Early Stage Venture, Seed",,,Private,"122,618"
Pebblebed,https://www.crunchbase.com/organization/pebblebed,"Co-Working Space, Venture Capital",16,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Pebblebed is a combination early-stage venture fund/intentional learning community for technologists,13,,3,Active,2022-03-31,day,https://pebblebed.com,https://www.linkedin.com/company/81807035,,,4,"Keith Adams, Luke Byrne, Pamela Vagata, Tammie Siew",1-10,"Early Stage Venture, Seed",,,Private,470
BlackWood Ventures,https://www.crunchbase.com/organization/blackwood-ventures,Venture Capital,16,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Venture Capital Fund,15,,6,Active,2022-01-01,year,https://www.blackwood.vc,https://www.linkedin.com/company/blackwoodventures,"Finance, Financial Services, FinTech",Financial Services,2,"Abbas Kazmi, Bastian Larsen",11-50,"Early Stage Venture, Seed, Venture",,,Private,"1,494"
London Stock Exchange Group,https://www.crunchbase.com/organization/london-stock-exchange-group,Venture Capital,16,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","London Stock Exchange Group is a financial markets infrastructure that provides and delivers financial data, analytics, and news.",12,,11,Active,2007-01-01,year,http://www.lseg.com,https://www.linkedin.com/company/london-stock-exchange-group,"Consulting, Data Management, Database, Finance, Financial Services, Infrastructure, Stock Exchanges","Data and Analytics, Financial Services, Lending and Investments, Other, Professional Services, Software",,,10001+,,For Profit,Made Acquisitions,Public,"1,926"
NP-Hard Ventures,https://www.crunchbase.com/organization/np-hard-ventures,Venture Capital,16,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",NP-Hard Ventures primarily invests in product-obsessed founders.,16,,1,Active,2021-01-01,year,https://nphard.vc/,https://www.linkedin.com/company/nphard/,,,3,"Anke Huiskes, Micha Leuffen, Paul Veugen",1-10,Seed,,,Private,"2,521"
Polytechnique Ventures,https://www.crunchbase.com/organization/polytechnique-ventures,Venture Capital,16,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Polytechnique Ventures support entrepreneurs from the School's ecosystem.,14,,7,Active,2020-01-01,year,https://www.polytechnique-ventures.fr/?lang=en,https://www.linkedin.com/company/polytechnique-ventures,"Finance, Financial Services, Social Entrepreneurship, Venture Capital","Community and Lifestyle, Financial Services, Lending and Investments, Social Impact",1,Denis Lucquin,1-10,Seed,,,Private,"2,636"
Soulmates Ventures,https://www.crunchbase.com/organization/soulmates-ventures,"Accelerator, Corporate Venture Capital, Micro VC, Venture Capital",16,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",We are green investment fund and innovations accelerator.,14,,10,Active,2020-01-01,day,https://www.soulmatesventures.com,https://www.linkedin.com/company/30652906/,"AgTech, CleanTech, EdTech, Energy, GreenTech, Medical, Sustainability, Venture Capital","Agriculture and Farming, Education, Energy, Financial Services, Health Care, Lending and Investments, Software, Sustainability",3,"Hynek Sochor, Tomáš Kabeláč, Václav Gregor",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,932"
Apollo Health Ventures,https://www.crunchbase.com/organization/apollo-health-ventures,"Incubator, Venture Capital",16,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Apollo Health Ventures is a venture capital firm investing in seed and early stage biotechnology companies.,9,,9,Active,2016-01-01,year,https://www.apollo.vc,https://www.linkedin.com/company/ahv,"Biotechnology, Health Care, Medical, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",4,"Alexandra Bause, James Peyer, Nils Regge, Ole Mensching",11-50,"Early Stage Venture, Seed",,,Private,"4,348"
Hatch Blue Ltd,https://www.crunchbase.com/organization/hatch-blue-ltd,"Accelerator, Venture Capital",16,,"Cork, Cork, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)","Hatch Blue is an aquaculture accelerator supporting start-ups in the fields of aquaculture feed, health, genetics, tech and production.",11,,6,Active,2017-01-01,year,https://www.hatch.blue/,https://www.linkedin.com/company/hatch-aquaculture-accelerator/,Management Consulting,Professional Services,2,"Georg Baunach, Wayne Murphy",11-50,"Early Stage Venture, Seed",,,Private,"6,322"
Robin Capital,https://www.crunchbase.com/organization/robin-capital,Venture Capital,16,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Robin Capital focuses on software and technology solutions that address meaningful problems but am vertical agnostic.,14,,1,Active,2022-12-01,month,https://robincap.com/,https://www.linkedin.com/company/robincapital/,,,,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"7,477"
ASICS Ventures Corporation,https://www.crunchbase.com/organization/asics-ventures-corporation,Corporate Venture Capital,16,,"Kobe, Kyoto, Japan",Asia-Pacific (APAC),ASICS Ventures Corporation is a venture capital firm that offers accelerate and make investments in startups.,15,,5,Active,2016-11-15,day,https://corp.asics.com/en/ventures,https://www.linkedin.com/company/asics,"Finance, Financial Services, Sports, Venture Capital","Financial Services, Lending and Investments, Sports",1,Kihachiro Onitsuka,1-10,"Early Stage Venture, Seed, Venture",,Made Acquisitions,Private,"7,659"
Tilia Impact Ventures,https://www.crunchbase.com/organization/tilia-impact-ventures,Venture Capital,16,1,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Tilia backs CEE founders solving meaningful social and environmental problems at scale. Climate | Tech | Health | Inclusion | Education.,15,,7,Active,2018-01-01,year,https://tiliaimpactventures.cz/en/,https://www.linkedin.com/company/tilia-impact-ventures/,"Impact Investing, Venture Capital","Financial Services, Lending and Investments",,,11-50,"Debt, Early Stage Venture, Seed",For Profit,,Private,"7,734"
FundingBox Deep Tech Fund,https://www.crunchbase.com/organization/fundingbox-deep-tech-fund,"Private Equity Firm, Venture Capital",16,1,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",FundingBox Deep Tech Fund provides funding to companies from the technology industry.,16,,4,Active,2020-10-01,month,https://fundingbox.vc/,https://www.linkedin.com/company/fundingbox-vc/,Venture Capital,"Financial Services, Lending and Investments",1,Tomasz Mazuryk,1-10,Early Stage Venture,,,Private,"7,980"
Big Issue Invest,https://www.crunchbase.com/organization/big-issue-invest,Corporate Venture Capital,16,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Big Issue Invest is a specialised provider of finance to social enterprises or trading arms of charities that are finding business.,16,,11,Active,2005-01-01,year,http://www.bigissueinvest.com,http://www.linkedin.com/company/big-issue-invest,"Finance, Financial Services, Impact Investing","Financial Services, Lending and Investments",1,Tomasz Jarecki,11-50,"Early Stage Venture, Seed",For Profit,,Private,"12,178"
Inception Capital,https://www.crunchbase.com/organization/inception-capital,"Micro VC, Venture Capital",16,3,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Inception Capital is a London-based VC firm that invests in digital companies.,14,,3,Active,2012-01-01,year,http://www.inceptioncapital.com,,"Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",4,"Gonzalo Del Pozo, Gonzalo Ortiz, Juan Vallejo, Marcelo Badimon",1-10,Seed,,,Private,"12,584"
O'Shaughnessy Ventures,https://www.crunchbase.com/organization/o-shaughnessy-ventures,"Family Investment Office, Venture Capital",16,,"Greenwich, Connecticut, United States","East Coast, New England, Northeastern US",O'Shaughnessy Ventures is a creative investment firm that empowers and inspires creators to bring ideas to life.,15,,7,Active,2023-01-01,year,https://www.osv.llc,https://www.linkedin.com/company/osventuresllc,"Asset Management, Creative Agency, Financial Services, Venture Capital","Content and Publishing, Financial Services, Lending and Investments, Media and Entertainment",,,1-10,"Seed, Venture",,,Private,"13,533"
Henkel Ventures,https://www.crunchbase.com/organization/henkel-ventures,Corporate Venture Capital,16,1,"Düsseldorf, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Henkel Ventures is Henkel's corporate venture capital engagement, combining all venture activities across the company’s business units.",13,,9,Active,1876-01-01,year,https://www.henkel-tech.ventures,,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Friedrich Karl Henkel,1-10,"Early Stage Venture, Seed",,,Private,"14,157"
Gunderson Dettmer,https://www.crunchbase.com/organization/gunderson-dettmer,Corporate Venture Capital,16,8,"Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Gunderson Dettmer is a business law firm that is focused on global venture capital and emerging technology.,15,,,Active,1995-01-01,year,http://www.gunder.com,http://www.linkedin.com/company/gunderson-dettmer,"Business Development, Legal, Venture Capital","Financial Services, Lending and Investments, Professional Services",6,"Brooks Stough, Jay K. Hachigian, Robert V. Gunderson, Jr, Scott C. Dettmer, Steven R. Franklin, Thomas F. Villeneuve",251-500,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"17,284"
Decasonic,https://www.crunchbase.com/organization/decasonic,Venture Capital,16,,"Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",Decasonic is the venture and digital assets fund building blockchain innovation.,15,,4,Active,2013-01-01,year,https://www.decasonic.com/,https://www.linkedin.com/company/decasonic/,,,,,1-10,"Early Stage Venture, Seed",,,Private,"17,311"
Mozilla Ventures,https://www.crunchbase.com/organization/mozilla-ventures,Venture Capital,16,1,"New Castle, Delaware, United States","Greater Philadelphia Area, East Coast, Southern US",Mozilla Ventures seeks to invest in early-stage startups focusing on technology sector.,15,,4,Active,2022-01-01,year,https://mozilla.vc/,https://www.linkedin.com/company/mozilla-ventures/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,Seed,,,Private,"19,060"
TIRTA Ventures,https://www.crunchbase.com/organization/tirta-ventures,Venture Capital,16,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",TIRTA Ventures (“TIRTA”) is VC firm based in New York City and focused on the interactive entertainment industry,14,,2,Active,2022-01-01,year,https://www.tirta.io/,https://www.linkedin.com/company/tirtavc,"Gaming, Venture Capital, Video Games","Financial Services, Gaming, Lending and Investments",2,"Ben Feder, Justin Yuan",1-10,"Early Stage Venture, Seed",,,Private,"20,051"
Seaside Ventures,https://www.crunchbase.com/organization/seaside-ventures,Venture Capital,16,1,"Austin, Texas, United States",Southern US,"Backing innovations that enhance health, boost happiness, and elevate quality of life.",15,,,Active,2021-12-01,month,https://www.seasideventures.com/,https://www.linkedin.com/company/seasideventures/,"Biotechnology, Health Diagnostics, Health Insurance, Life Science, Personal Health, Therapeutics, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",3,"Harrison Valner, Ryan Roddy, Ryan Roddy",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"21,586"
Zanichelli Venture,https://www.crunchbase.com/organization/zanichelli-venture,Venture Capital,16,1,"Bologna, Emilia-Romagna, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Zanichelli Venture is the Italian leading textbook publisher Zanichelli’s venture investments arm.,14,,1,Active,2019-01-01,day,https://www.zanichelliventure.it/,https://www.linkedin.com/in/enricopoli/,"Children, Corporate Training, EdTech, Education, Higher Education","Community and Lifestyle, Education, Software",,,1-10,"Early Stage Venture, Seed",For Profit,,Private,"21,802"
J.A.S Ventures,https://www.crunchbase.com/organization/j-a-s-ventures-e85e,"Family Investment Office, Venture Capital",16,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Family office from Abu Dhabi,16,,,Active,,,http://www.jas.ventures,https://www.linkedin.com/company/jasventures/,,,,,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"22,012"
Ritual Capital,https://www.crunchbase.com/organization/ritual-capital,Venture Capital,16,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Ritual Capital is a seed-stage venture firm.,16,,,Active,,,https://www.ritualcapital.com,https://www.linkedin.com/company/ritual-capital/,,,1,Chris Howard,1-10,Seed,,,Private,"22,421"
