Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Lead Investments,Number of Portfolio Organizations,Number of Exits (IPO),Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industry Groups,Industries,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status
Founderful,https://www.crunchbase.com/organization/wingman-897a,Venture Capital,80,5,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Founderful operates as a venture capital firm and a Switzerland’s leading pre-seed fund.,41,54,,Active,2019-01-01,year,https://www.founderful.com,https://www.linkedin.com/company/11095684,"Financial Services, Lending and Investments",Venture Capital,4,"Alex Stöckl, Lukas Weder, Pascal Mathis, Stefan Brunner",11-50,"Early Stage Venture, Seed",,,Private
42CAP,https://www.crunchbase.com/organization/42cap,"Micro VC, Venture Capital",80,5,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","42CAP is a seed stage investment firm based in Munich, Germany.",24,46,,Active,2016-01-01,year,http://www.42cap.com,https://www.linkedin.com/company/42cap/,"Financial Services, Lending and Investments, Software","SaaS, Venture Capital",2,"Alex Meyer, Thomas Wilke",11-50,"Early Stage Venture, Seed, Venture",,,Private
Otium Capital,https://www.crunchbase.com/organization/otium-capital,"Family Investment Office, Venture Capital",80,7,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Otium is an early stage European venture capital fund.,49,56,,Active,2015-01-01,year,https://www.otiumcapital.com/,https://www.linkedin.com/company/otium-capital/,"Financial Services, Lending and Investments","Finance, Financial Services, FinTech, Venture Capital",3,"Antoine Fine, Bruno Raillard, Pierre-Edouard Stérin",11-50,"Early Stage Venture, Secondary Market, Seed, Venture",,,Private
Distributed Global,https://www.crunchbase.com/organization/distributed-global,"Hedge Fund, Venture Capital",80,5,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Distributed Global is an investment firm focused on the blockchain and digital asset ecosystem.,21,71,,Active,2017-06-01,month,http://www.distributedglobal.com,,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","Blockchain, Cryptocurrency, Finance",2,"Johnny Steindorff, Tucker Waterman",1-10,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private
Faraday Venture Partners,https://www.crunchbase.com/organization/faraday-venture-partners,Venture Capital,80,7,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Faraday Venture Partners is a private investors club that actively searches for innovative projects and teams with high potential.,21,47,,Active,2011-01-01,year,https://faradayvp.com/,http://www.linkedin.com/company/2337516,"Financial Services, Lending and Investments, Professional Services","Business Development, Financial Services, FinTech, Venture Capital",1,Gonzalo Tradacete,11-50,Early Stage Venture,,,Private
Blue Horizon Corporation,https://www.crunchbase.com/organization/blue-horizon-corporation,"Private Equity Firm, Venture Capital",79,4,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Blue Horizon is an investment firm that invests in companies and businesses in the agriculture and food processing sector.,20,65,,Active,2016-01-01,year,https://www.bluehorizon.com/,https://www.linkedin.com/company/bluehorizoncorp/,"Agriculture and Farming, Financial Services, Food and Beverage, Lending and Investments, Sustainability","Agriculture, Farming, Finance, Financial Services, Food and Beverage, Food Processing, Sustainability, Venture Capital",2,"Michael Kleindl, Roger Lienhard",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",For Profit,,Private
Maki.vc,https://www.crunchbase.com/organization/maki-vc,Venture Capital,78,5,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Maki.vc is a deep tech and brand-driven VC investing in pre-seed and seed stage companies.,34,45,,Active,2018-01-01,year,https://maki.vc/,http://linkedin.com/company/11442093,,,2,"Ilkka Kivimaki, Pirkka Palomaki",1-10,"Early Stage Venture, Seed",,,Private
Maniv Mobility,https://www.crunchbase.com/organization/manivmobility,Venture Capital,78,7,"Tel Aviv, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Maniv Mobility is a venture capital firm investing in early-stage startups in mobility, transportation, and logistics.",22,43,2,Active,2014-01-01,year,http://maniv.com/,https://www.linkedin.com/company/maniv-mobilityvc/,"Financial Services, Lending and Investments, Transportation","Logistics, Venture Capital",1,Michael Granoff,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Space Capital,https://www.crunchbase.com/organization/space-capital-partners,Venture Capital,78,6,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Space Capital invests in the final frontier of technology and growth.,21,49,1,Active,2017-01-01,year,http://spacecapital.com,https://www.linkedin.com/company/spacecapital,"Data and Analytics, Financial Services, Hardware, Lending and Investments, Navigation and Mapping, Transportation","Big Data, Finance, Financial Services, GPS, Impact Investing, Satellite Communication, Space Travel, Venture Capital",1,Chad Anderson,1-10,"Early Stage Venture, Seed",,,Private
Talis Capital,https://www.crunchbase.com/organization/talis-capital,Venture Capital,78,18,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Investing on behalf of a community of cross-sector entrepreneurs, we back founders who see the future differently.",43,58,2,Active,2009-01-01,year,http://www.taliscapital.com,http://www.linkedin.com/company/talis-capital-limited,"Financial Services, Lending and Investments","Finance, Financial Services, FinTech, Venture Capital",4,"Bob Finch, Matus Maar, Rohini Finch, Vasile Foca",11-50,"Early Stage Venture, Seed",,,Private
APY Ventures,https://www.crunchbase.com/organization/apy-ventures,Venture Capital,78,1,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",APY Ventures is a venture capital firm focused on early stage technology startups.,28,63,,Active,,,https://www.apyventures.com/,https://www.linkedin.com/company/apyventures/,,,,,11-50,Early Stage Venture,,,Private
VU Venture Partners,https://www.crunchbase.com/organization/vu-venture-partners,Venture Capital,78,3,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",VU Venture Partners is a multi-sector and multi-stage venture capital fund and is a scalable venture capital fund platform.,2,72,,Active,2018-01-01,year,https://www.vuventurepartners.com/,https://www.linkedin.com/company/vu-venture-partners/,"Financial Services, Lending and Investments","Financial Services, FinTech, Venture Capital",1,J. Skyler Fernandes,101-250,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private
Grazia Equity,https://www.crunchbase.com/organization/grazia-equity,Venture Capital,78,20,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Grazia Equity is a venture capital firm investing in innovative, technology driven startups with high potential.",28,42,5,Active,1998-01-01,year,http://www.grazia.com/en/,http://www.linkedin.com/company/144162,"Financial Services, Lending and Investments","Finance, Financial Services, FinTech, Venture Capital",1,Alec Rauschenbusch,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private
AbbVie,https://www.crunchbase.com/organization/abbvie,"Corporate Venture Capital, Venture Capital",77,15,"North Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US","AbbVie is a pharmaceutical company that discovers, develops, and markets medicines.",17,60,10,Active,2013-01-01,year,https://www.abbvie.com,https://www.linkedin.com/company/abbvie,"Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering","Biotechnology, Financial Services, Health Care, Medical, Pharmaceutical, Venture Capital",3,"Jasmina Marjanovic, Margarita Chavez, S Nikhil Kumar",10001+,"Early Stage Venture, Late Stage Venture, Seed",For Profit,Made Acquisitions,Public
Cycle Capital,https://www.crunchbase.com/organization/cycle-capital,Venture Capital,77,4,"Montréal, Quebec, Canada",,Cycle Capital provides venture capital fund management solutions to companies at their development and commercialization stages.,29,38,1,Active,2005-01-01,year,http://www.cyclecapital.com,https://www.linkedin.com/company/1700728?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1429653409227%2Ctas%3ACycle%20Capital,"Financial Services, Lending and Investments","Angel Investment, Finance, Financial Services, Venture Capital",1,Andrée-Lise Méthot,11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private
aws Gründungsfonds,https://www.crunchbase.com/organization/aws-grnderfonds,Venture Capital,77,9,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Austrian venture capital fund, investing in Austrian high-growth start-ups in their later seed/(pre-)series-A stages",8,50,,Active,2013-01-01,day,http://www.gruenderfonds.at,https://www.linkedin.com/company/7213413/,"Financial Services, Lending and Investments","Finance, Venture Capital",,,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Future Africa,https://www.crunchbase.com/organization/future-africa,Venture Capital,77,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Future Africa is a platform that provides capital, coaching and community for mission driven innovators",11,68,,Active,2020-01-01,year,https://www.future.africa,https://www.linkedin.com/company/anafricanfuture,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",2,"Iyinoluwa Aboyeji, Tola Onayemi",11-50,"Early Stage Venture, Seed",,,Private
Manta Ray Ventures,https://www.crunchbase.com/organization/manta-ray-ventures,Venture Capital,77,4,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Manta Ray Ventures provides flexible and patient capital, leveraging time, resources, and networks to support its portfolio companies.",5,56,,Active,2017-01-01,year,https://mantaray.vc/,https://www.linkedin.com/company/mantarayvc/,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",1,Sebastian Kulczyk,1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",,Made Acquisitions,Private
Butterfly Ventures,https://www.crunchbase.com/organization/butterfly-ventures,Venture Capital,76,2,"Oulu, Oulu, Finland","European Union (EU), Nordic Countries, Scandinavia","One of the leading seed stage focused VCs in the Nordics. Looking for deep tech, hardware, and hardware interfacing software.",30,66,,Active,2012-01-01,year,http://butterfly.vc,http://www.linkedin.com/company/butterfly-ventures,"Financial Services, Lending and Investments","Banking, Finance, Venture Capital",3,"Antti Kosunen, Juho Risku, Matti Kanninen",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private
IFB Innovationsstarter,https://www.crunchbase.com/organization/ifb-innovationsstarter-gmbh,Venture Capital,76,5,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",The IFB Innovationsstarter GmbH is an innovation funding and investment company of the City of Hamburg providing grants and investments.,30,70,,Active,2011-01-01,year,http://innovationsstarter.com/,https://www.linkedin.com/company/innovationsstarter,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",3,"Bastian Springer, Jan Hillmer, Wiebke Brandt",11-50,"Early Stage Venture, Grant, Non Equity Assistance, Seed, Venture",,,Private
Calm Company Fund,https://www.crunchbase.com/organization/calm-company-fund,"Entrepreneurship Program, Venture Capital",76,6,"Florida, New York, United States","Greater New York Area, East Coast, Northeastern US","Calm Company Fund helps founders build profitable businesses through capital, mentorship & community.",60,72,,Active,2019-01-01,year,https://calmfund.com/,https://www.linkedin.com/company/calmcompanyfund,"Commerce and Shopping, Financial Services, Internet Services, Software","E-Commerce, Financial Services, Internet, Software",1,Tyler Tringas,1-10,"Early Stage Venture, Seed",,,Private
FoodLabs,https://www.crunchbase.com/organization/atlantic-food-lab,"Entrepreneurship Program, Incubator, Venture Capital",76,4,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","FoodLabs is a venture studio and investor for startups that shape the future of nutrition, sustainability and health.",29,55,,Active,2016-01-01,year,http://foodlabs.com/,https://www.linkedin.com/company/atlantic-food-labs/,"Financial Services, Food and Beverage, Health Care, Lending and Investments, Sustainability","Health Care, Nutrition, Sustainability, Venture Capital",1,Christophe Maire,11-50,"Early Stage Venture, Seed, Venture",For Profit,,Private
MCJ,https://www.crunchbase.com/organization/mcj,Venture Capital,76,,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",MCJ backs extraordinary founders driving the transition of energy and industry and tackling the inevitable impacts of climate change.,,62,,Active,2019-01-01,year,https://mcj.vc,https://www.linkedin.com/company/mcjcollective,"Financial Services, Information Technology, Media and Entertainment, Professional Services","Business Development, Finance, Financial Services, Information Technology, Media and Entertainment",1,Jason Jacobs,1-10,"Early Stage Venture, Late Stage Venture, Seed",For Profit,,Private
Delphi Ventures,https://www.crunchbase.com/organization/delphi-ventures-3169,Venture Capital,76,,"Grand Cayman, Midland, Cayman Islands",,"A thesis-driven, high-conviction firm that allocates across core themes that we believe will dramatically shape the world.",20,68,,Active,2019-01-01,year,https://delphiventures.io/,https://www.linkedin.com/company/delphiventures/,"Financial Services, Lending and Investments",Venture Capital,8,"Anil Lulla, Jose Macedo, Kevin Kelly, Luke Saunders, Medio Demarco, Piers Kicks, Tom Shaughnessy Jr, Yan Liberman",1-10,"Early Stage Venture, Seed, Venture",,,Private
Innovation Nest,https://www.crunchbase.com/organization/innovation-nest,"Micro VC, Venture Capital",75,8,"Kraków, Malopolskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Innovation Nest invests in early-stage European B2B Software companies.,12,55,1,Active,2010-01-01,year,http://www.innovationnest.co,http://www.linkedin.com/company/2279786,"Financial Services, Lending and Investments, Other, Software","B2B, Finance, SaaS, Software, Venture Capital",2,"Marek Kapturkiewicz, Piotr Wilam",1-10,"Early Stage Venture, Seed",,,Private
Fasanara Capital,https://www.crunchbase.com/organization/fasanara-capital,"Accelerator, Hedge Fund, Venture Capital",74,3,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Fasanara Capital is an independent, owner-managed alternative asset management company.",50,54,,Active,2011-01-01,year,https://www.fasanara.com,https://www.linkedin.com/company/fasanara-capital,"Financial Services, Lending and Investments","Asset Management, Financial Services, Hedge Funds",1,Francesco Filia,101-250,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,Made Acquisitions,Private
Volta Ventures,https://www.crunchbase.com/organization/volta-ventures,Venture Capital,74,6,"Gent, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Volta Ventures is a venture capital firm that offers seed & early stage VC for internet & software companies in the Benelux.,36,43,,Active,2014-12-17,day,http://www.volta.ventures,http://www.linkedin.com/company/volta-ventures,"Financial Services, Lending and Investments, Other","B2B, Finance, Financial Services, Venture Capital",2,"Frank Maene, Sander Vonk",11-50,"Early Stage Venture, Seed, Venture",,,Private
NxGen.xyz,https://www.crunchbase.com/organization/nxgen-xyz,"Accelerator, Family Investment Office, Venture Capital",74,,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",NxGen.xyz is the social capital collective opening any door in Web3.,1,73,,Active,2021-12-13,day,https://www.nxgen.xyz/,https://www.linkedin.com/company/nxgen-xyz/,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Lending and Investments, Other, Payments, Software","Angel Investment, Blockchain, Cryptocurrency, Information Technology, Venture Capital",2,"Joeri van Geelen, Simon Schwerin",1-10,"Early Stage Venture, Seed, Venture",,,Private
Argonautic Ventures,https://www.crunchbase.com/organization/argonautic-ventures,"Fund Of Funds, Hedge Fund, Venture Capital",74,14,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",Argonautic Ventures is a Venture Capital and Hedge Fund that focuses on a handful of emerging and mature industries.,1,63,4,Active,2017-01-01,day,http://www.argonauticventures.com,https://www.linkedin.com/company/argonautic-ventures/,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",1,Viken Douzdjian,1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Michelson Impact Ventures,https://www.crunchbase.com/organization/michelson-impact-ventures,Venture Capital,74,7,"Culver City, California, United States","Greater Los Angeles Area, West Coast, Western US","Michelson Impact Ventures is a social change fund deploying impact investment capital into mission-aligned, for-profit start-ups.",1,70,,Active,2016-01-01,year,https://www.michelson.vc/,https://www.linkedin.com/company/michelson-impact-ventures,"Administrative Services, Community and Lifestyle, Education, Financial Services, Food and Beverage, Health Care, Lending and Investments, Software","EdTech, Education, Health Care, Higher Education, Impact Investing, Pet, Plant-Based Foods, Veterinary, Virtual Workforce",1,Gary K. Michelson,1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private
GE32 Capital,https://www.crunchbase.com/organization/ge32-capital,"Angel Group, Micro VC, Venture Capital",74,11,"São Paulo, Sao Paulo, Brazil",Latin America,"Early stage investment group with portfolio in US, Brazil, Europe and Asia.",1,71,1,Active,2014-01-01,year,https://www.ge32.com,,Financial Services,Financial Services,2,"Florian Hagenbuch, Mate Pencz",1-10,"Early Stage Venture, Seed",,,Private
Giant Ventures,https://www.crunchbase.com/organization/giant-ventures-global,Venture Capital,73,4,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Giant backs purpose-driven founders building companies that matter.,30,52,,Active,2020-01-01,year,https://www.giant.vc,https://www.linkedin.com/company/giantventures,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",2,"Cameron McLain, Tommy Stadlen",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Tola Capital,https://www.crunchbase.com/organization/tola-capital,Venture Capital,73,17,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",Tola Capital is a venture capital firm that invests globally in early-stage enterprise software companies.,36,47,,Active,2010-06-01,day,https://www.tolacapital.com,https://www.linkedin.com/company/tola-capital,"Financial Services, Information Technology, Lending and Investments, Privacy and Security, Software","Cloud Security, Developer Tools, Enterprise Software, Financial Services, Venture Capital",2,"Sheila Gulati, Stacey Giard",11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private
True.,https://www.crunchbase.com/organization/trueglobal,"Accelerator, Private Equity Firm, Venture Capital",73,5,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",True is a consumer-focused investment and innovation firm reimagining what good business looks like.,12,64,,Active,2013-01-01,year,http://www.true.global,https://www.linkedin.com/company/truegloballive/,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",2,"Matt Truman, Paul Cocker",11-50,"Early Stage Venture, Private Equity, Seed",For Profit,Made Acquisitions,Private
Momenta,https://www.crunchbase.com/organization/momenta-ventures,Venture Capital,73,9,"Meggen, Luzern, Switzerland","Europe, Middle East, and Africa (EMEA)","Industrial Impact venture capital + growth firm accelerating digital innovation in the energy, manufacturing, smart spaces, and supply chain",37,58,1,Active,2012-10-01,day,https://www.momenta.one,https://www.linkedin.com/company/momentaone/,"Financial Services, Lending and Investments, Manufacturing, Other","Manufacturing, Professional Services, Venture Capital",1,Ken Forster,11-50,"Early Stage Venture, Seed, Venture",,Made Acquisitions,Private
Stage 2 Capital,https://www.crunchbase.com/organization/stage-2-capital,Venture Capital,73,5,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Stage 2 Capital is a go-to-market venture capital fund that primarily invests in early-stage B2B software companies.,26,56,,Active,2018-01-01,year,https://www.stage2.capital/,https://www.linkedin.com/company/stage-2-capital/,"Financial Services, Lending and Investments, Professional Services","Business Development, Financial Services, Venture Capital",2,"Jay Po, Mark Roberge",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private
Visionplus,https://www.crunchbase.com/organization/vision,Venture Capital,73,10,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia","Vision+ invests into digital products such as applications, games, and services in all digital platforms.",12,67,1,Active,2011-10-01,day,http://www.visionplus.fi,https://www.linkedin.com/company/visionplus-fund,"Financial Services, Lending and Investments, Sales and Marketing","Angel Investment, Digital Signage, Venture Capital",3,"Jari Tuovinen, Marko Tulonen, Tero Ojanperä",1-10,"Early Stage Venture, Seed",,,Private
Elkstone Capital Partners,https://www.crunchbase.com/organization/elkstone-capital-partners,"Family Investment Office, Hedge Fund, Venture Capital",72,3,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)","Elkstone Capital Partners is a multi-family office focused on venture, real estate and wealth management.",34,51,,Active,2011-01-01,year,https://www.elkstonepartners.com/ventures/,https://www.linkedin.com/company/elkstone-partners/,Financial Services,Financial Services,1,Alan Merriman,11-50,"Early Stage Venture, Seed",For Profit,,Private
Finch Capital,https://www.crunchbase.com/organization/finch-capital,Venture Capital,72,13,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Finch Capital is a series A/B investor in growth financial technologies companies.,38,44,,Active,2013-01-01,year,http://finchcapital.com,https://www.linkedin.com/company/27059481/,"Financial Services, Lending and Investments","Financial Services, FinTech, InsurTech, Venture Capital",2,"Hans de Back, Radboud Vlaar",11-50,Late Stage Venture,,,Private
Reflex Capital,https://www.crunchbase.com/organization/reflex-capital,Venture Capital,72,13,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Reflex Capital invests into people, their ideas, and their personalities. Industries are second.",23,52,,Active,2012-07-01,day,https://www.reflexcapital.com,https://www.linkedin.com/company/reflex-capital,"Financial Services, Lending and Investments","Finance, Venture Capital",2,"Josef Chvojka, Ondřej Fryc",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private
Nina Capital,https://www.crunchbase.com/organization/nina-capital,"Micro VC, Venture Capital",71,3,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Investing in healthcare transformation powered by information technology led by need-driven founders.,28,50,,Active,2019-01-01,year,https://www.nina.capital/,https://www.linkedin.com/company/ninacapital/,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Design, Hardware, Health Care, Information Technology, Internet Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Data Visualization, Electronic Health Record (EHR), Health Care, Internet of Things, Medical Device, Sensor, Software, Wearables",1,Marta G. Zanchi,11-50,"Convertible Note, Early Stage Venture, Seed",,,Private
FTX Ventures,https://www.crunchbase.com/organization/ftx-ventures,Corporate Venture Capital,71,4,"Santa Barbara, California, United States","West Coast, Western US","FTX Ventures invests in equity and/or tokens, at any check size and stage of blockchain.",40,65,1,Closed,2022-01-14,day,https://ftx.com,,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other","Blockchain, Finance, Financial Services, Venture Capital",,,101-250,,,,Private
CyLon Ventures,https://www.crunchbase.com/organization/cylon,Venture Capital,71,12,"Witney, Oxfordshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",CyLon Ventures are Europe's leading specialist early stage investors in security and resilience.,27,70,,Active,2015-01-01,year,https://www.cylonventures.com/,https://www.linkedin.com/company/cylon-lab/,"Information Technology, Privacy and Security","Cloud Security, Cyber Security, Network Security",3,"Alex van Someren, Grace Cassy, Jonathan Luff",1-10,"Early Stage Venture, Seed",,,Private
10x Founders,https://www.crunchbase.com/organization/10x-founders,Venture Capital,70,1,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",10x Founders is a network-driven European early-stage investor backed by over 200 entrepreneurs and angels.,13,51,,Active,2021-01-01,year,https://www.10xfounders.com/,https://www.linkedin.com/company/10x-founders/,,,3,"Claudius Jablonka, Felix Haas, Jan Reichelt",11-50,"Early Stage Venture, Seed, Venture",,,Private
Newion,https://www.crunchbase.com/organization/newion-investments,Venture Capital,70,13,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Newion is a venture capital firm focused on early stage investments in B2B software companies.,34,51,,Active,2000-01-01,year,https://newion.com/,https://www.linkedin.com/company/newion,"Information Technology, Internet Services, Other, Software","B2B, Enterprise Software, Information Technology, Internet, Software",2,"Jaap van Barneveld, Patrick Polak",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Zee Prime Capital,https://www.crunchbase.com/organization/zee-prime-capital,Venture Capital,70,1,"Bratislava, Bratislava, Slovakia (Slovak Republic)","European Union (EU), Europe, Middle East, and Africa (EMEA)","Zee Prime Capital is a VC firm based in Bratislava, Slovakia. Investing in programmable assets and early-stage founders globally.",2,64,,Active,2019-02-20,day,https://zeeprime.capital,https://www.linkedin.com/company/20131565/admin/,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,1-10,"Early Stage Venture, Seed, Venture",,,Private
KuCoin,https://www.crunchbase.com/organization/kucoin,Corporate Venture Capital,69,1,"Mahé, Beau Vallon, Seychelles","Europe, Middle East, and Africa (EMEA)",KuCoin is a cryptocurrency exchange that facilitates trading and investing in digital assets.,14,67,1,Active,2017-01-01,year,https://www.kucoin.com,https://www.linkedin.com/company/kucoin,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software","Bitcoin, Blockchain, Cryptocurrency, Financial Exchanges, Trading Platform",5,"Chun Gan, Eric Tang, Johnny Lyu, Kent Li, Michael Gan",501-1000,Early Stage Venture,For Profit,,Private
Placeholder,https://www.crunchbase.com/organization/placeholder-55ca,Venture Capital,69,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Placeholder a thesis-driven venture capital firm that invests in decentralized information networks.,24,55,,Active,2017-01-01,year,https://www.placeholder.vc,https://www.linkedin.com/company/placeholdervc/,Financial Services,Financial Services,2,"Christopher Burniske, Joel Monegro",11-50,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private
Faber,https://www.crunchbase.com/organization/faber-ventures,Venture Capital,68,8,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",We invest in teams transforming the world with technology.,18,49,,Active,2012-01-01,year,http://faber.vc,http://www.linkedin.com/company/faber-vc,"Financial Services, Lending and Investments","Financial Services, Venture Capital",1,Alexandre Barbosa,11-50,"Early Stage Venture, Seed",,,Private
KAYA,https://www.crunchbase.com/organization/kaya-8ed9,Venture Capital,68,10,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","KAYA is an early-stage VC fund with roots in CEE, investing in intrepid founders across Europe since 2010.",17,44,,Active,2010-01-01,year,https://www.kaya.vc/,https://www.linkedin.com/company/kayavc/,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",5,"Pavel Mucha, Pavel Mucha, Radek Svec, Radovan Nesrsta, Tomas Cupr",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private
Shilling,https://www.crunchbase.com/organization/shilling-capital-partners,Venture Capital,68,5,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)","Shilling is a leading early-stage VC in Portugal, seeking out the biggest opportunities across all B2B & consumer categories",17,55,,Active,2010-01-01,year,https://www.shilling.vc/,https://www.linkedin.com/company/shilling-capital-partners/,"Financial Services, Lending and Investments","Angel Investment, Venture Capital",2,"Hugo Bernardo, Hugo Gonçalves Pereira",1-10,"Early Stage Venture, Seed",,,Private
Stride.VC,https://www.crunchbase.com/organization/stride-vc,Venture Capital,68,5,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Stride.VC is a venture capital firm targeting seed stage startups in the UK and France,39,44,1,Active,2018-05-01,month,http://stride.vc/,https://www.linkedin.com/company/stride-vc/,"Financial Services, Lending and Investments","Finance, Financial Services, FinTech, Venture Capital",2,"Fred Destin, Harry Stebbings",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private
Samaipata,https://www.crunchbase.com/organization/samaipata-ventures,Venture Capital,68,5,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Samaipata is an early stage fund investing in digital businesses with network effects across Europe,29,37,,Active,2016-01-01,year,https://samaipata.vc/,https://www.linkedin.com/company/samaipata-ventures/,"Financial Services, Lending and Investments",Venture Capital,2,"Eduardo Díez-Hochleitner, José del Barrio",11-50,"Early Stage Venture, Seed, Venture",,,Private
